Row,NumGoodAlgos
531,3
532,3
533,2
534,3
535,3
536,3
537,2
538,3
539,2
540,1
541,3
542,3
543,3
544,3
545,3
546,2
547,3
548,2
549,3
550,3
551,3
552,2
553,3
554,3
555,2
556,3
557,3
558,3
559,3
560,2
561,3
562,3
563,3
564,3
565,3
566,2
567,3
568,2
569,3
570,2
571,3
572,3
573,2
574,2
575,3
576,3
577,3
578,3
579,2
580,2
581,3
582,3
583,3
584,3
585,2
586,3
587,3
588,3
589,3
590,2
591,3
592,2
593,3
594,2
595,3
596,2
597,3
598,2
599,1
600,2
601,3
602,3
603,3
604,2
605,3
606,2
607,3
608,2
609,3
610,3
611,2
612,3
613,2
614,3
615,3
616,3
617,3
618,3
619,2
620,3
621,3
622,3
623,3
624,3
625,3
626,3
627,2
628,3
629,2
630,3
631,0
632,0
633,0
634,2
635,0
636,3
637,0
638,0
639,1
640,0
641,1
642,1
643,1
644,1
645,1
646,1
647,0
648,0
649,1
650,0
651,0
652,1
653,1
654,1
655,0
656,1
657,1
658,0
659,0
660,1
661,0
662,1
663,1
664,0
665,1
666,0
667,1
668,0
669,1
670,1
671,1
672,1
673,1
674,1
675,0
676,0
677,1
678,0
679,0
680,1
681,1
682,1
683,0
684,0
685,1
686,0
687,0
688,0
689,0
690,1
691,0
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,0
701,1
702,1
703,0
704,0
705,1
706,1
707,0
708,1
709,0
710,1
711,0
712,1
713,0
714,1
715,0
716,0
717,1
718,1
719,3
720,3
721,2
722,2
723,2
724,2
725,1
726,2
727,3
728,3
729,2
730,3
731,3
732,2
733,3
734,2
735,3
736,3
737,3
738,3
739,3
740,3
741,2
742,3
743,3
744,3
745,3
746,3
747,3
748,2
749,2
750,1
751,3
752,3
753,3
754,2
755,3
756,3
757,3
758,3
759,3
760,2
761,3
762,2
763,2
764,2
765,3
766,3
767,3
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,1
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,1
795,0
796,1
797,1
798,0
799,1
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,1
808,1
809,0
810,0
811,0
812,0
813,1
814,0
815,1
816,1
817,0
818,1
819,1
820,1
821,1
822,0
823,1
824,0
825,1
826,0
827,0
828,0
829,0
830,1
831,1
832,0
833,1
834,1
835,0
836,1
837,1
838,0
839,1
840,0
841,0
842,1
843,1
844,0
845,0
846,0
847,0
848,1
849,1
850,0
851,1
852,1
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,1
874,1
875,0
876,0
877,1
878,1
879,1
880,1
881,1
882,0
883,1
884,0
885,0
886,0
887,0
888,1
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,1
898,1
899,0
900,1
901,1
902,0
903,0
904,1
905,1
906,1
907,1
908,0
909,1
910,0
911,1
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,1
921,1
922,0
923,0
924,0
925,0
926,0
927,0
928,1
929,0
930,0
931,0
932,1
933,1
934,1
935,0
936,0
937,0
938,0
939,0
940,1
941,1
942,1
943,1
944,0
945,1
946,1
947,1
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,1
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,1
970,0
971,0
972,0
973,0
974,0
975,1
976,1
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,1
988,1
