Row,NumGoodAlgos
0,0
1,0
2,3
3,0
4,0
5,0
6,2
7,0
8,0
9,0
10,0
11,1
12,0
13,1
14,2
15,0
16,1
17,1
18,0
19,0
20,0
21,0
22,2
23,0
24,1
25,0
26,0
27,0
28,0
29,1
30,0
31,3
32,0
33,0
34,0
35,0
36,1
37,0
38,1
39,0
40,2
41,0
42,0
43,2
44,0
45,1
46,1
47,0
48,0
49,2
50,0
51,1
52,0
53,0
54,1
55,2
56,0
57,0
58,0
59,0
60,1
61,1
62,2
63,1
64,0
65,0
66,3
67,0
68,1
69,3
70,1
71,1
72,3
73,1
74,2
75,1
76,1
77,3
78,0
79,0
80,1
81,3
82,0
83,2
84,0
85,0
86,3
87,1
88,3
89,2
90,0
91,1
92,3
93,0
94,1
95,3
96,0
97,1
98,1
99,0
100,0
101,1
102,2
103,0
104,0
105,2
106,1
107,3
108,1
109,1
110,2
111,1
112,1
113,1
114,0
115,1
116,3
117,1
118,1
119,1
120,3
121,3
122,3
123,3
124,3
125,2
126,3
127,3
128,3
129,1
130,1
131,3
132,2
133,2
134,3
135,3
136,3
137,2
138,3
139,2
140,1
141,3
142,1
143,3
144,1
145,3
146,1
147,3
148,2
149,3
150,2
151,1
152,2
153,3
154,2
155,1
156,2
157,3
158,3
159,2
160,1
161,2
162,3
163,1
164,3
165,2
166,2
167,3
168,2
169,3
170,2
171,2
172,3
173,1
174,2
175,1
176,2
177,3
178,3
179,2
180,1
181,2
182,2
183,1
184,3
185,2
186,3
187,2
188,3
189,3
190,2
191,3
192,3
193,3
194,3
195,2
196,3
197,1
198,1
199,3
200,3
201,2
202,2
203,3
204,2
205,2
206,2
207,3
208,2
209,3
210,2
211,1
212,2
213,3
214,3
215,3
216,3
217,2
218,3
219,2
220,3
221,2
222,3
223,2
224,2
225,2
226,3
227,2
228,2
229,3
230,3
231,2
232,2
233,3
234,2
235,2
236,3
237,3
238,2
239,3
240,3
241,2
242,3
243,3
244,1
245,2
246,2
247,3
248,0
249,0
250,0
251,0
252,1
253,0
254,0
255,0
256,0
257,1
258,0
259,0
260,0
261,1
262,0
263,0
264,0
265,0
266,0
267,1
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,1
285,0
286,0
287,3
288,3
289,3
290,3
291,3
292,3
293,3
294,3
295,2
296,3
297,2
298,2
299,2
300,3
301,2
302,3
303,3
304,2
305,2
306,3
307,3
308,3
309,3
310,3
311,3
312,3
313,3
314,2
315,3
316,2
317,3
318,2
319,2
320,3
321,3
322,3
323,3
324,2
325,3
326,2
327,3
328,2
329,2
330,2
331,2
332,3
333,3
334,2
335,2
336,3
337,3
338,3
339,3
340,3
341,3
342,2
343,3
344,3
345,3
346,2
347,3
348,3
349,3
350,3
351,3
352,3
353,2
354,3
355,2
356,3
357,3
358,3
359,2
360,3
361,3
362,3
363,3
364,2
365,3
366,3
367,2
368,3
369,2
370,1
371,2
372,2
373,2
374,3
375,3
376,3
377,2
378,3
379,2
380,3
381,2
382,3
383,2
384,3
385,2
386,1
387,3
388,3
389,3
390,3
391,3
392,3
393,2
394,3
395,3
396,3
397,3
398,2
399,3
400,3
401,3
402,2
403,2
404,2
405,2
406,3
407,3
408,3
409,2
410,2
411,3
412,3
413,2
414,2
415,3
416,3
417,2
418,3
419,2
420,3
421,2
422,3
423,2
424,1
425,3
426,3
427,3
428,2
429,2
430,2
431,2
432,3
433,3
434,3
435,2
436,3
437,2
438,3
439,2
440,2
441,2
442,3
443,3
444,3
445,3
446,3
447,2
448,3
449,2
450,1
451,2
452,2
453,3
454,3
455,3
456,3
457,3
458,3
459,3
460,3
461,2
462,3
463,3
464,3
465,3
466,3
467,3
468,3
469,2
470,3
471,3
472,3
473,2
474,3
475,3
476,2
477,3
478,3
479,3
480,2
481,3
482,2
483,3
484,2
485,3
486,3
487,3
488,3
489,3
490,3
491,2
492,3
493,2
494,3
495,3
496,3
497,2
498,3
499,2
500,3
501,2
502,3
503,3
504,3
505,2
506,3
507,2
508,3
509,3
510,2
511,2
512,3
513,3
514,3
515,3
516,2
517,3
518,2
519,3
520,3
521,3
522,3
523,3
524,2
525,3
526,3
527,2
528,3
529,3
530,2
