Row,avg_iac_files_per_commit,Ratio_out_of_cofiles_developers,file_nb_parameters,file_num_ExternalModules,Graph_History_std_degree_centrality,Graph_ContentSimilarity_network_density
642,38,0.01,8,2,0.45,0.82
643,13.29,0.02,4,1,0.45,0.82
644,13.07,0.03,4,1,0.45,0.82
645,10.75,0.02,0,1,0.45,0.82
646,10.6,0.02,0,1,0.45,0.82
647,13.56,0.05,3,0,0.45,0.82
648,12.9,0.04,5,0,0.46,0.82
649,12,0.04,5,0,0.46,0.82
650,7.44,0.04,19,1,0.45,0.82
651,7.26,0.04,20,1,0.46,0.82
652,7.1,0.04,20,1,0.46,0.82
653,2.5,0.04,0,1,0.45,0.82
654,5,0.04,0,1,0.45,0.82
655,14.88,0.02,8,0,0.45,0.82
656,13.33,0.03,8,0,0.45,0.82
657,4.33,0.04,10,2,0.45,0.82
658,23.5,0.01,6,1,0.45,0.82
659,16.33,0.01,4,0,0.45,0.82
660,12.5,0.02,4,0,0.45,0.82
661,21,0.02,7,2,0.45,0.82
662,18.57,0.01,7,2,0.45,0.82
663,18,0.01,5,0,0.45,0.82
664,23.6,0.02,0,1,0.45,0.82
665,19.83,0.02,0,1,0.45,0.82
666,20.33,0.01,13,0,0.45,0.82
667,16.25,0.01,13,0,0.45,0.82
668,17.33,0.01,4,1,0.45,0.82
669,13.25,0.01,4,1,0.45,0.82
670,8.67,0.03,0,0,0.45,0.82
671,21.44,0.01,9,6,0.45,0.82
672,20.3,0.01,9,6,0.45,0.82
673,14.67,0.01,27,0,0.45,0.82
674,13.9,0.01,27,0,0.46,0.82
675,12.3,0.02,0,2,0.45,0.82
676,10.67,0.02,0,2,0.45,0.82
677,10.62,0.03,0,2,0.46,0.82
678,8.35,0.04,11,1,0.45,0.82
679,8.19,0.04,11,1,0.45,0.82
680,7.93,0.04,11,1,0.45,0.82
681,4.5,0.02,3,0,0.45,0.82
682,19.33,0.02,9,0,0.45,0.82
683,6.75,0.05,5,1,0.45,0.82
684,6.82,0.06,5,1,0.45,0.82
685,6.7,0.06,5,1,0.45,0.82
686,26,0.01,3,0,0.45,0.82
687,16.4,0.02,3,0,0.45,0.82
688,15.33,0.02,3,0,0.46,0.82
689,22.5,0.03,0,0,0.45,0.82
690,25.33,0.01,11,0,0.45,0.82
691,26,0.01,8,0,0.45,0.82
692,8,0.02,2,1,0.45,0.82
693,13.09,0.03,14,0,0.45,0.82
694,21.25,0.01,12,1,0.45,0.82
695,17.6,0.01,12,1,0.45,0.82
696,18,0,10,0,0.45,0.82
697,6.18,0.04,27,1,0.45,0.82
698,7.53,0.06,0,0,0.45,0.82
699,13,0.06,0,0,0.45,0.82
700,17.25,0.01,10,0,0.45,0.82
701,14.4,0.01,10,0,0.45,0.82
702,18.5,0.01,3,0,0.45,0.82
703,9.64,0.04,15,0,0.45,0.82
704,9.35,0.03,15,0,0.45,0.82
705,18.6,0.01,5,1,0.45,0.82
706,8,0.02,2,0,0.45,0.82
707,13.9,0.04,16,0,0.45,0.82
708,12.73,0.04,16,0,0.45,0.82
709,28.5,0.01,0,0,0.45,0.82
710,20,0.02,0,0,0.45,0.82
711,13.5,0.03,8,2,0.45,0.82
712,12.8,0.04,8,2,0.45,0.82
713,9.31,0.02,8,1,0.45,0.82
714,8.79,0.01,8,1,0.46,0.82
715,11.83,0.01,2,1,0.45,0.82
716,10.29,0.01,2,1,0.45,0.82
717,9.38,0.02,2,1,0.45,0.82
718,8,0.02,2,0,0.45,0.82
719,161,0.01,0,3,0.57,0.91
720,95.62,0.01,0,13,0.57,0.91
721,52,0.14,0,6,0.57,0.91
722,30.5,0.2,0,5,0.58,0.91
723,6,0.01,0,5,0.57,0.91
724,7,0.02,0,4,0.59,0.91
725,5,0.02,0,5,0.59,0.91
726,411,0,0,2,0.57,0.91
727,176.25,0.01,0,2,0.57,0.91
728,141.4,0.01,0,2,0.57,0.91
729,141.4,0.01,0,2,0.57,0.91
730,118.33,0.01,0,2,0.59,0.91
731,161,0.01,0,3,0.57,0.91
732,262.5,0.01,0,4,0.57,0.91
733,206.5,0.01,0,4,0.57,0.91
734,106.57,0.01,0,11,0.57,0.91
735,107.4,0.01,0,5,0.57,0.91
736,176.25,0.01,0,2,0.57,0.91
737,176.25,0.01,0,2,0.57,0.91
738,176.25,0.01,0,2,0.57,0.91
739,176.25,0.01,0,2,0.57,0.91
740,176.25,0.01,0,2,0.57,0.91
741,163.25,0.01,0,9,0.57,0.91
742,176.25,0.01,0,3,0.57,0.91
743,161,0.01,0,5,0.57,0.91
744,241.5,0.01,0,2,0.57,0.91
745,176.25,0.01,0,2,0.57,0.91
746,6,0.01,0,3,0.57,0.91
747,176.25,0.01,0,2,0.57,0.91
748,6,0.01,0,2,0.57,0.91
749,7,0.02,0,2,0.59,0.91
750,5,0.02,0,2,0.59,0.91
751,161,0.01,0,3,0.57,0.91
752,9,1,0,6,0.57,0.91
753,176.25,0.01,0,2,0.57,0.91
754,411,0,0,2,0.57,0.91
755,176.25,0.01,0,3,0.57,0.91
756,176.25,0.01,0,2,0.57,0.91
757,161,0.01,0,3,0.57,0.91
758,92.43,0.01,0,13,0.57,0.91
759,75.25,0.01,0,2,0.57,0.91
760,176.25,0.01,0,3,0.57,0.91
761,142.8,0.01,0,3,0.58,0.91
762,206.5,0.01,0,4,0.57,0.91
763,91.25,0.01,0,50,0.57,0.91
764,73.3,0.01,0,53,0.58,0.91
765,241.5,0.01,0,4,0.57,0.91
766,137.5,0.01,0,12,0.57,0.91
767,176.25,0.01,0,2,0.57,0.91
768,20.45,0.14,19,0,0.24,0.79
769,19.57,0.14,17,0,0.24,0.79
770,47,0.04,9,0,0.24,0.79
771,17.17,0.12,10,0,0.24,0.79
772,17,0.1,14,0,0.24,0.79
773,17.84,0.1,14,0,0.24,0.79
774,32.36,0.18,6,1,0.24,0.79
775,10.31,0.22,10,0,0.24,0.79
776,10.17,0.22,12,0,0.24,0.79
777,10.06,0.22,12,0,0.24,0.79
778,9.54,0.22,15,0,0.24,0.79
779,9.43,0.22,15,0,0.24,0.79
780,13.92,0.16,40,0,0.24,0.79
781,2.25,0.25,22,0,0.24,0.79
782,2.3,0.25,22,0,0.24,0.79
783,2.54,0.25,26,0,0.23,0.79
784,2.58,0.25,26,0,0.23,0.79
785,2.53,0.25,26,0,0.23,0.79
786,2.51,0.25,26,0,0.23,0.79
787,2.5,0.25,38,0,0.23,0.79
788,2.48,0.25,38,0,0.23,0.79
789,2.42,0.25,38,0,0.23,0.79
790,2.48,0.12,35,0,0.23,0.79
791,2.47,0.12,35,0,0.23,0.79
792,2.43,0.12,34,0,0.23,0.79
793,2.48,0.12,32,0,0.23,0.79
794,11.31,0.12,6,1,0.24,0.79
795,12.59,0.11,6,1,0.24,0.79
796,16.64,0.12,6,1,0.24,0.79
797,26.56,0.12,6,1,0.24,0.79
798,26.94,0.11,6,1,0.24,0.79
799,13.75,0.08,6,1,0.24,0.79
800,6.33,0.07,10,0,0.24,0.79
801,5.25,0.07,10,0,0.24,0.79
802,4.6,0.07,10,0,0.24,0.79
803,4.17,0.07,10,0,0.24,0.79
804,3.86,0.13,10,0,0.24,0.79
805,2.91,0.13,10,0,0.24,0.79
806,2.57,0.13,10,0,0.24,0.79
807,7.93,0.29,20,0,0.24,0.79
808,7.27,0.28,20,0,0.24,0.79
809,7.37,0.28,20,0,0.23,0.79
810,7.26,0.28,20,0,0.23,0.79
811,7.16,0.28,27,0,0.23,0.79
812,7.08,0.28,27,0,0.23,0.79
813,6.87,0.28,25,0,0.23,0.79
814,7.9,0.2,10,0,0.24,0.79
815,8.02,0.2,6,1,0.24,0.79
816,30.09,0.12,6,1,0.24,0.79
817,30.33,0.11,6,1,0.24,0.79
818,14.29,0.18,35,0,0.24,0.79
819,14.86,0.18,35,0,0.24,0.79
820,33.2,0.04,25,0,0.24,0.79
821,35.67,0.04,25,0,0.24,0.79
822,47.29,0.08,4,0,0.24,0.79
823,22.75,0.15,6,1,0.24,0.79
824,23.16,0.14,6,1,0.24,0.79
825,7.18,0.12,6,1,0.24,0.79
826,17.5,0.06,13,0,0.24,0.79
827,27.67,0.04,13,0,0.24,0.79
828,32,0.07,11,0,0.24,0.79
829,7.4,0.12,14,0,0.24,0.79
830,5.57,0.12,18,0,0.24,0.79
831,10.88,0.08,18,0,0.24,0.79
832,25.59,0.12,16,0,0.24,0.79
833,25.13,0.11,20,0,0.24,0.79
834,26.08,0.11,20,0,0.24,0.79
835,9.53,0.2,5,0,0.24,0.79
836,8.26,0.11,19,0,0.24,0.79
837,9.68,0.11,19,0,0.24,0.79
838,10.89,0.2,10,0,0.24,0.79
839,11,0.2,6,1,0.24,0.79
840,19.43,0.12,11,0,0.24,0.79
841,21.55,0.12,20,0,0.24,0.79
842,18.77,0.1,24,0,0.24,0.79
843,20.86,0.1,24,0,0.24,0.79
844,17.17,0.24,32,0,0.24,0.79
845,17.02,0.24,32,0,0.24,0.79
846,16.85,0.24,32,0,0.24,0.79
847,16.68,0.24,32,0,0.24,0.79
848,16.57,0.24,36,0,0.24,0.79
849,17.01,0.24,36,0,0.24,0.79
850,1.65,0.22,28,0,0.24,0.79
851,1.67,0.22,32,0,0.24,0.79
852,3.32,0.15,32,0,0.24,0.79
853,2,0.29,13,0,0.24,0.79
854,1.5,1,0,0,0.24,0.79
855,1.67,1,0,0,0.24,0.79
856,1.75,1,0,0,0.24,0.79
857,1.8,1,10,0,0.24,0.79
858,2,0.13,10,0,0.24,0.79
859,5.35,0.15,19,0,0.24,0.79
860,5.32,0.15,19,0,0.24,0.79
861,5.29,0.15,19,0,0.24,0.79
862,5.25,0.15,19,0,0.24,0.79
863,5.26,0.15,19,0,0.24,0.79
864,5.24,0.15,19,0,0.24,0.79
865,5.21,0.15,19,0,0.24,0.79
866,5.18,0.17,20,0,0.24,0.79
867,5.09,0.17,21,0,0.24,0.79
868,5.07,0.17,22,0,0.24,0.79
869,5.06,0.17,22,0,0.24,0.79
870,5.1,0.17,23,0,0.24,0.79
871,5.07,0.17,22,0,0.24,0.79
872,17.53,0.17,10,0,0.24,0.79
873,1.86,0.06,31,0,0.24,0.79
874,7.62,0.04,31,0,0.24,0.79
875,2,0.08,7,0,0.24,0.79
876,1.8,0.15,7,0,0.24,0.79
877,8.17,0.2,6,1,0.24,0.79
878,38.09,0.12,10,0,0.24,0.79
879,38.92,0.12,10,0,0.24,0.79
880,37.75,0.11,19,0,0.24,0.79
881,38.54,0.11,19,0,0.24,0.79
882,2,0.25,12,0,0.24,0.79
883,2,0.22,12,0,0.24,0.79
884,8.25,0.23,2,0,0.24,0.79
885,8.21,0.23,1,1,0.24,0.79
886,8.14,0.23,2,1,0.24,0.79
887,8.02,0.22,12,1,0.24,0.79
888,7.96,0.22,12,1,0.24,0.79
889,8,0.22,14,1,0.23,0.79
890,7.94,0.22,14,1,0.23,0.79
891,7.88,0.22,14,1,0.23,0.79
892,7.83,0.21,14,1,0.23,0.79
893,7.78,0.21,4,1,0.23,0.79
894,7.75,0.21,4,1,0.23,0.79
895,7.5,0.21,7,1,0.23,0.79
896,7.5,0.21,7,1,0.23,0.79
897,11.33,0.06,36,0,0.24,0.79
898,16.6,0.04,36,0,0.24,0.79
899,21.67,0.04,36,1,0.24,0.79
900,26.62,0.11,20,0,0.24,0.79
901,27.59,0.11,20,0,0.24,0.79
902,33.59,0.11,30,1,0.24,0.79
903,20.79,0.11,31,1,0.24,0.79
904,17.79,0.11,36,0,0.24,0.79
905,18.68,0.11,36,0,0.24,0.79
906,2.26,0.12,36,0,0.24,0.79
907,4.17,0.08,36,0,0.24,0.79
908,3.06,0.12,0,0,0.24,0.79
909,24.54,0.12,6,1,0.24,0.79
910,9.4,0.2,51,0,0.24,0.79
911,9.32,0.19,39,0,0.24,0.79
912,9.36,0.19,39,0,0.23,0.79
913,9.27,0.19,39,0,0.23,0.79
914,9.2,0.19,36,0,0.23,0.79
915,9.1,0.19,36,0,0.23,0.79
916,2.15,0.12,29,0,0.24,0.79
917,2.14,0.12,29,0,0.24,0.79
918,2.2,0.12,29,0,0.24,0.79
919,31.71,0.08,22,0,0.24,0.79
920,28.25,0.08,26,0,0.24,0.79
921,30.44,0.08,26,0,0.24,0.79
922,36.86,0.07,13,0,0.24,0.79
923,15.81,0.16,11,0,0.24,0.79
924,15.51,0.16,11,0,0.24,0.79
925,15.13,0.15,11,0,0.24,0.79
926,14.85,0.14,11,0,0.24,0.79
927,14.52,0.14,12,0,0.24,0.79
928,9.51,0.24,6,1,0.24,0.79
929,10.05,0.22,6,1,0.24,0.79
930,2.68,0.12,33,0,0.24,0.79
931,2.29,0.12,32,0,0.24,0.79
932,2.26,0.11,38,0,0.24,0.79
933,3.44,0.11,38,0,0.24,0.79
934,6.87,0.08,9,1,0.24,0.79
935,4.62,0.12,5,0,0.24,0.79
936,17.83,0.19,25,0,0.24,0.79
937,17.61,0.17,21,0,0.24,0.79
938,16.18,0.17,22,0,0.24,0.79
939,15.77,0.17,27,0,0.24,0.79
940,14.97,0.17,32,0,0.24,0.79
941,15.84,0.17,32,0,0.24,0.79
942,10,0.07,17,0,0.24,0.79
943,13.45,0.07,17,0,0.24,0.79
944,8.98,0.19,12,0,0.24,0.79
945,3.37,0.2,6,1,0.24,0.79
946,1.67,0.2,20,0,0.24,0.79
947,13.25,0.05,20,0,0.24,0.79
948,6.32,0.21,2,0,0.24,0.79
949,6.12,0.2,2,0,0.24,0.79
950,8.46,0.23,9,0,0.24,0.79
951,8.39,0.23,9,0,0.24,0.79
952,8.31,0.23,9,0,0.24,0.79
953,8.28,0.22,9,0,0.24,0.79
954,8.22,0.22,9,0,0.24,0.79
955,8.15,0.22,6,0,0.24,0.79
956,8.08,0.22,9,0,0.24,0.79
957,7.94,0.25,9,0,0.24,0.79
958,31.41,0.17,6,1,0.24,0.79
959,6.86,0.12,57,0,0.24,0.79
960,6.81,0.12,57,0,0.24,0.79
961,6.73,0.12,47,0,0.24,0.79
962,6.67,0.12,47,0,0.24,0.79
963,6.63,0.12,46,0,0.24,0.79
964,6.49,0.12,27,0,0.24,0.79
965,6.31,0.12,36,0,0.24,0.79
966,6.29,0.12,41,0,0.24,0.79
967,6.13,0.19,6,1,0.24,0.79
968,9.36,0.18,10,0,0.24,0.79
969,9.43,0.18,6,1,0.24,0.79
970,9.72,0.17,6,1,0.24,0.79
971,6.79,0.08,9,0,0.24,0.79
972,6.62,0.07,6,0,0.24,0.79
973,6.49,0.07,7,0,0.24,0.79
974,6.44,0.07,7,0,0.24,0.79
975,6.4,0.08,11,0,0.24,0.79
976,13.33,0.08,11,0,0.24,0.79
977,11.5,0.12,14,2,0.24,0.79
978,11.31,0.12,14,2,0.24,0.79
979,10.96,0.12,12,2,0.24,0.79
980,10.79,0.12,12,2,0.24,0.79
981,10.63,0.11,12,2,0.24,0.79
982,10.48,0.1,12,2,0.24,0.79
983,10.08,0.1,12,2,0.24,0.79
984,9.94,0.1,12,2,0.24,0.79
985,8.75,0.1,12,2,0.24,0.79
986,8.45,0.1,28,1,0.24,0.79
987,8.37,0.1,32,1,0.24,0.79
988,8.86,0.1,32,1,0.24,0.79
