Row,z_1,z_2
bnd_pnt_1,-0.907883518848273,0.233738066528662
bnd_pnt_2,-1.21948523364586,1.12043527609113
bnd_pnt_3,-1.7519527851792,1.39237497666759
bnd_pnt_4,-1.66576466472615,1.45873748228805
bnd_pnt_5,-1.05211427136772,1.30450536234336
bnd_pnt_6,-0.311522561971811,1.69076836951717
bnd_pnt_7,0.70366823570809,1.4744170277744
bnd_pnt_8,NaN,NaN
bnd_pnt_9,-0.167468376791631,2.11628905549339
bnd_pnt_10,-0.0455325369904428,2.15255985273382
bnd_pnt_11,0.561843061448434,1.6943826918283
bnd_pnt_12,-0.311522561971811,1.69076836951717
bnd_pnt_13,NaN,NaN
bnd_pnt_14,1.46065531700894,1.90150219453165
bnd_pnt_15,0.70366823570809,1.4744170277744
bnd_pnt_16,0.561843061448434,1.6943826918283
bnd_pnt_17,NaN,NaN
bnd_pnt_18,1.46770319580457,2.08906828084797
bnd_pnt_19,2.18659121778131,2.82548826189147
bnd_pnt_20,2.43806622315291,2.25745940908583
bnd_pnt_21,2.38520821206517,1.83905768979624
bnd_pnt_22,2.48624584006226,1.41657710443742
bnd_pnt_23,2.07582808296453,1.28898035815796
bnd_pnt_24,1.93785934778571,1.36680180922893
bnd_pnt_25,1.63514387883394,1.79154866009521
bnd_pnt_26,1.46065531700894,1.90150219453165
bnd_pnt_27,NaN,NaN
bnd_pnt_28,-1.79848828040299,0.0263165149717335
bnd_pnt_29,-1.54836487761144,0.202622312960128
bnd_pnt_30,-1.58095323910234,-0.383613543191511
bnd_pnt_31,NaN,NaN
bnd_pnt_32,-0.907883518848273,0.233738066528662
bnd_pnt_33,1.29171883427984,0.327297700580461
bnd_pnt_34,2.42355555221367,-0.0468035172949995
bnd_pnt_35,2.25917960211244,-0.489310808863592
bnd_pnt_36,1.43125697787357,-0.367755097455705
bnd_pnt_37,0.691267965358269,-0.695925352383216
bnd_pnt_38,1.06823915051231,-1.33331492106395
bnd_pnt_39,0.64671022540955,-2.10041482527742
bnd_pnt_40,-0.109523802855752,-2.53806449171458
bnd_pnt_41,-0.627864784961544,-3.05484474762415
bnd_pnt_42,-1.19111805217926,-2.89347274162159
bnd_pnt_43,-1.48281165054797,-1.22106700382587
bnd_pnt_44,-1.61251458174086,-1.14453849917007
bnd_pnt_45,-1.52848183786179,-0.983017623978158
bnd_pnt_46,-1.58095323910234,-0.383613543191511
