Row,GA,HIST,SIM
0,0.105958035344117,0.30189942759811,-0.260411375282118
1,-0.863409376050816,-0.185674418934868,-2.11591385680844
2,0.496042179144127,0.514772105006566,0.38688075052383
3,0.0655230662403691,0.180778615757262,-0.648989370740916
4,-2.29436298618147,0.30189942759811,-0.260411375282118
5,-0.00232866894668805,-0.185674418934868,-2.11591385680844
6,-2.29436298618147,0.514772105006566,0.38688075052383
7,-2.29436298618147,0.180778615757262,-0.648989370740916
8,-0.111588959615084,-2.28081652185393,-2.11591385680844
9,-2.29436298618147,0.095435047350979,0.101889406030497
10,-0.143601181786934,0.30189942759811,-0.260411375282118
11,0.613276782748558,-0.185674418934868,-2.11591385680844
12,0.210563510104621,0.30189942759811,-0.260411375282118
13,0.383348279580921,-0.185674418934868,-2.11591385680844
14,-2.29436298618147,0.514772105006566,0.38688075052383
15,0.226072840541975,0.30189942759811,-0.260411375282118
16,0.269989958511084,0.30189942759811,-0.260411375282118
17,0.635620245635867,0.30189942759811,-0.260411375282118
18,-0.863409376050816,0.30189942759811,-0.260411375282118
19,-0.569557425081089,-0.185674418934868,-2.11591385680844
20,-0.863409376050816,0.30189942759811,-0.260411375282118
21,-0.863409376050816,-0.185674418934868,-2.11591385680844
22,-0.863409376050816,0.514772105006566,0.38688075052383
23,-2.29436298618147,0.30189942759811,-0.260411375282118
24,0.310507319486997,-0.185674418934868,-2.11591385680844
25,0.194569403961065,0.30189942759811,-0.260411375282118
26,0.226072840541975,0.30189942759811,-0.260411375282118
27,0.0655230662403691,-0.185674418934868,-2.11591385680844
28,-0.0273050109341994,0.30189942759811,-0.260411375282118
29,0.283844384410137,0.30189942759811,-0.260411375282118
30,-2.29436298618147,-0.185674418934868,-2.11591385680844
31,0.310507319486997,0.514772105006566,0.38688075052383
32,-2.29436298618147,0.180778615757262,-0.648989370740916
33,-2.29436298618147,-2.28081652185393,-2.11591385680844
34,-2.29436298618147,0.095435047350979,0.101889406030497
35,-0.0817213443106809,-2.28081652185393,-2.11591385680844
36,0.635620245635867,0.30189942759811,-0.260411375282118
37,0.0213828092094558,0.30189942759811,-0.260411375282118
38,0.283844384410137,0.30189942759811,-0.260411375282118
39,-2.29436298618147,-0.185674418934868,-2.11591385680844
40,-0.569557425081089,0.514772105006566,0.38688075052383
41,-2.29436298618147,0.30189942759811,-0.260411375282118
42,-2.29436298618147,-0.185674418934868,-2.11591385680844
43,-2.29436298618147,0.514772105006566,0.38688075052383
44,-2.29436298618147,0.180778615757262,-0.648989370740916
45,0.557605740268233,-2.28081652185393,-2.11591385680844
46,0.565889463758583,0.30189942759811,-0.260411375282118
47,-0.215656782794065,0.30189942759811,-0.260411375282118
48,-0.483147486187803,-0.185674418934868,-2.11591385680844
49,-0.111588959615084,0.514772105006566,0.38688075052383
50,-0.111588959615084,0.180778615757262,-0.648989370740916
51,0.467485256784614,0.30189942759811,-0.260411375282118
52,-2.29436298618147,-0.185674418934868,-2.11591385680844
53,0.0439625174035552,0.30189942759811,-0.260411375282118
54,0.486682008484541,-0.185674418934868,-2.11591385680844
55,-2.29436298618147,0.514772105006566,0.38688075052383
56,0.0213828092094558,0.180778615757262,-0.648989370740916
57,-0.215656782794065,0.30189942759811,-0.260411375282118
58,-0.215656782794065,-0.185674418934868,-2.11591385680844
59,-2.29436298618147,-0.80094548844055,-2.11591385680844
60,0.505251101449325,-0.80094548844055,-2.11591385680844
61,0.457636503244259,-0.80094548844055,-2.11591385680844
62,-0.0273050109341994,0.47166966526692,0.377437192708919
63,0.505251101449325,-0.80094548844055,-2.11591385680844
64,-2.29436298618147,-2.28081652185393,-0.210414291751222
65,0.0861606301493048,-0.231899183583839,0.155008573258198
66,0.635620245635867,0.627272805292098,0.528969505364861
67,0.194569403961065,-2.28081652185393,-0.210414291751222
68,0.711107674525921,-0.231899183583839,0.155008573258198
69,0.514314058701603,0.627272805292098,0.528969505364861
70,0.447612101220153,-2.28081652185393,-0.210414291751222
71,0.742560649820512,-0.231899183583839,0.155008573258198
72,0.523236054176008,0.627272805292098,0.528969505364861
73,0.437404995475506,0.236277669372673,0.171200802116201
74,-2.29436298618147,0.749855793954946,0.737314197643558
75,0.671102212533152,-2.28081652185393,-0.210414291751222
76,0.730171139587927,-0.231899183583839,0.155008573258198
77,0.590059536258222,0.627272805292098,0.528969505364861
78,-2.29436298618147,-2.28081652185393,-0.210414291751222
79,-2.29436298618147,-2.28081652185393,-0.210414291751222
80,0.532021830837793,-0.231899183583839,0.155008573258198
81,0.7175279941588,0.627272805292098,0.528969505364861
82,-2.29436298618147,0.236277669372673,0.171200802116201
83,0.0655230662403691,0.749855793954946,0.737314197643558
84,0.0861606301493048,-2.28081652185393,-0.210414291751222
85,0.0213828092094558,-0.231899183583839,0.155008573258198
86,0.582112932439948,0.627272805292098,0.528969505364861
87,0.817603434322137,0.236277669372673,0.171200802116201
88,0.684731342618128,0.749855793954946,0.737314197643558
89,0.143310760044473,0.691716866648439,0.422696855766632
90,0.105958035344117,-2.28081652185393,-0.210414291751222
91,0.677955030172542,-0.231899183583839,0.155008573258198
