Row,GA,HIST,SIM
1,0.654418592622636,0.618761040701761,0.735955663010415
2,0.0438791649170702,0.618761040701761,0.735955663010415
3,0.744121533536449,0.0854557089834398,0.277511274801897
4,0.390575213326966,0.997978981058144,0.553029950120292
5,0.265304649838989,0.4582802130852,0.646899136203788
6,0.749662914921217,0.330230238508065,0.294417030683202
7,0.0821958833293971,0.618761040701761,0.735955663010415
8,0.314300690539894,0.0854557089834398,0.277511274801897
9,0.4753154985862,0.997978981058144,0.553029950120292
10,-0.602923273787382,0.4582802130852,0.646899136203788
11,0.691886873145402,0.330230238508065,0.294417030683202
12,0.325877023719394,1.02154635820094,0.80548392378277
13,0.314300690539894,0.55564142853436,0.179335137204138
14,0.0235133246225103,0.721738313849333,0.201149848762658
15,0.410548913766418,0.55564142853436,0.432414333405379
16,0.390575213326966,0.528987279923762,-2.04921594871763
17,0.4753154985862,0.642739714614889,0.632591028918929
18,0.781919657208003,0.914853324328845,0.408376591137672
19,-0.602923273787382,0.618761040701761,0.735955663010415
20,0.134570671960729,0.0854557089834398,0.277511274801897
21,0.380310561486202,0.997978981058144,0.553029950120292
22,0.781919657208003,0.4582802130852,0.646899136203788
23,0.134570671960729,0.330230238508065,0.294417030683202
24,0.0634163972095273,1.02154635820094,0.80548392378277
25,-2.29852990442831,0.55564142853436,0.179335137204138
26,0.369850359693163,0.721738313849333,0.201149848762658
27,0.211263969957533,0.55564142853436,0.432414333405379
28,0.781919657208003,0.528987279923762,-2.04921594871763
29,0.325877023719394,0.642739714614889,0.632591028918929
30,0.0438791649170702,0.618761040701761,0.735955663010415
31,0.325877023719394,0.0854557089834398,0.277511274801897
32,0.483990055442752,0.997978981058144,0.553029950120292
33,-2.29852990442831,0.4582802130852,0.646899136203788
34,0.483990055442752,0.330230238508065,0.294417030683202
35,0.325877023719394,1.02154635820094,0.80548392378277
36,0.0235133246225103,0.55564142853436,0.179335137204138
37,0.277984964672105,0.721738313849333,0.201149848762658
38,0.290367967345842,0.55564142853436,0.432414333405379
39,0.420272322773822,0.528987279923762,-2.04921594871763
40,0.727195227462086,0.642739714614889,0.632591028918929
41,-0.602923273787382,0.618761040701761,0.735955663010415
42,0.0634163972095273,0.0854557089834398,0.277511274801897
43,0.348309110960629,0.997978981058144,0.553029950120292
44,0.776657165789175,0.4582802130852,0.646899136203788
45,0.0634163972095273,0.330230238508065,0.294417030683202
46,-0.892557917425495,1.02154635820094,0.80548392378277
47,0.0634163972095273,0.55564142853436,0.179335137204138
48,-0.517724627215998,0.721738313849333,0.201149848762658
49,0.390575213326966,0.55564142853436,0.432414333405379
50,0.100279530602774,0.528987279923762,-2.04921594871763
51,0.781919657208003,0.642739714614889,0.632591028918929
52,0.314300690539894,0.914853324328845,0.408376591137672
53,0.600546561362802,0.618761040701761,0.735955663010415
54,0.685799849572711,0.618761040701761,0.735955663010415
55,0.238985850535796,0.618761040701761,0.735955663010415
56,0.0438791649170702,0.0854557089834398,0.277511274801897
57,0.134570671960729,0.997978981058144,0.553029950120292
58,0.749662914921217,0.4582802130852,0.646899136203788
59,0.420272322773822,0.330230238508065,0.294417030683202
60,0.277984964672105,1.02154635820094,0.80548392378277
61,0.781919657208003,0.55564142853436,0.179335137204138
62,0.265304649838989,0.721738313849333,0.201149848762658
63,0.776657165789175,0.618761040701761,0.735955663010415
64,0.781919657208003,0.0854557089834398,0.277511274801897
65,0.600546561362802,0.618761040701761,0.735955663010415
66,0.117721758008031,0.618761040701761,0.735955663010415
67,0.760600423235107,0.0854557089834398,0.277511274801897
68,0.781919657208003,0.997978981058144,0.553029950120292
69,0.628087314855267,0.618761040701761,0.735955663010415
70,0.634778891318183,0.618761040701761,0.735955663010415
71,0.781919657208003,0.618761040701761,0.735955663010415
72,0.781919657208003,0.0854557089834398,0.277511274801897
73,0.0821958833293971,0.197479130355486,0.395798915826639
74,0.0821958833293971,0.0854557089834398,0.395798915826639
75,0.667166061608524,0.823480119949182,0.800490387323626
76,0.4753154985862,0.197479130355486,0.395798915826639
77,0.466506528894634,0.0854557089834398,0.395798915826639
78,0.466506528894634,0.823480119949182,0.800490387323626
79,0.466506528894634,0.528987279923762,0.735955663010415
80,0.314300690539894,0.528987279923762,0.718297652255622
81,0.4753154985862,0.528987279923762,0.718297652255622
82,0.634778891318183,0.528987279923762,0.718297652255622
83,0.500953467051166,0.364258912644733,0.506924815255758
84,0.781919657208003,0.542422066841697,0.632591028918929
85,0.380310561486202,0.666061021691302,0.769349333291124
86,0.647942797867617,0.528987279923762,0.769349333291124
87,-0.0941346967633357,0.197479130355486,0.395798915826639
88,0.420272322773822,0.197479130355486,0.395798915826639
89,0.781919657208003,0.197479130355486,0.395798915826639
90,0.781919657208003,0.197479130355486,0.395798915826639
91,0.0235133246225103,0.197479130355486,0.395798915826639
92,-2.29852990442831,0.0854557089834398,0.395798915826639
93,-2.29852990442831,0.823480119949182,0.800490387323626
94,0.549037144056816,0.528987279923762,0.735955663010415
95,0.390575213326966,0.197479130355486,0.395798915826639
96,0.00223721222118505,0.197479130355486,0.395798915826639
97,0.607551877744157,0.0854557089834398,0.395798915826639
98,0.410548913766418,0.823480119949182,0.800490387323626
99,-0.602923273787382,0.528987279923762,0.735955663010415
