Row,z_1,z_2
bnd_pnt_1,-0.821177365991898,4.90304655789376
bnd_pnt_2,0.468392204169743,3.75457432892566
bnd_pnt_3,-0.266332407874824,3.88807653976291
bnd_pnt_4,-0.39913677709711,4.16169381769432
bnd_pnt_5,-1.30131822747816,4.35880546094297
bnd_pnt_6,-2.72349121515066,5.03436489988158
bnd_pnt_7,-3.1854004701234,4.93009787644623
bnd_pnt_8,-3.75091310379411,5.26957557468074
bnd_pnt_9,-3.51767753789401,6.1327381921929
bnd_pnt_10,-2.73474587349274,6.41514762570188
bnd_pnt_11,-2.30431222097056,5.91587052929679
bnd_pnt_12,-2.01046391376494,5.11608797529806
bnd_pnt_13,-1.29726845576686,4.902400074149
bnd_pnt_14,-1.13327623685724,5.4646971001581
bnd_pnt_15,-0.516976178374655,5.57196191878638
bnd_pnt_16,NaN,NaN
bnd_pnt_17,3.71496952112885,-0.6379999213889
bnd_pnt_18,4.21513183071554,-0.496266163715311
bnd_pnt_19,4.58072614508719,-0.627861659891449
bnd_pnt_20,NaN,NaN
bnd_pnt_21,4.58072614508719,-0.627861659891449
bnd_pnt_22,4.94496528874834,-0.672344949332318
bnd_pnt_23,5.47881398649088,-1.19711382458663
bnd_pnt_24,NaN,NaN
bnd_pnt_25,5.72655549050204,-0.161326680773544
bnd_pnt_26,4.94496528874834,-0.672344949332318
bnd_pnt_27,5.64045907098692,0.0115671661893251
bnd_pnt_28,5.99313012244324,-0.222001571270206
bnd_pnt_29,NaN,NaN
bnd_pnt_30,6.65799135879519,0.473403594859897
bnd_pnt_31,7.05706867946146,0.0655829927701989
bnd_pnt_32,5.99313012244324,-0.222001571270206
bnd_pnt_33,NaN,NaN
bnd_pnt_34,7.17531839523762,-0.465598388685387
bnd_pnt_35,6.85988680809001,-0.555223028304112
bnd_pnt_36,7.05706867946146,0.0655829927701989
bnd_pnt_37,NaN,NaN
bnd_pnt_38,2.40799643004952,-1.20995025715182
bnd_pnt_39,2.4295951640813,-1.74475371120625
bnd_pnt_40,2.06752226572265,-2.00021237786388
bnd_pnt_41,2.01999144618734,-2.27915616090209
bnd_pnt_42,1.57043321380414,-2.617912250318
bnd_pnt_43,1.13808479144438,-2.123300523501
bnd_pnt_44,0.974486136739878,-2.08620555368225
bnd_pnt_45,0.949040770795625,-1.64426197489887
bnd_pnt_46,0.698789552003393,-0.957750936890996
bnd_pnt_47,0.428341650133677,-0.676354157534093
bnd_pnt_48,0.484655322020735,-0.410961767758816
bnd_pnt_49,0.136139685935042,0.0604555604865076
bnd_pnt_50,0.472379283156214,-0.0844569924699032
bnd_pnt_51,1.20808909594957,0.323488348926146
bnd_pnt_52,1.29428263150802,0.589343352556517
bnd_pnt_53,2.52314989830977,0.0573389997917574
bnd_pnt_54,2.56028734756037,-0.332983583296976
bnd_pnt_55,3.10632335950812,-0.507684862191642
bnd_pnt_56,NaN,NaN
bnd_pnt_57,1.29428263150802,0.589343352556517
bnd_pnt_58,1.14271946573762,0.970282694697942
bnd_pnt_59,1.18630303420348,1.30341967790084
bnd_pnt_60,1.45169002098659,1.01903660169537
bnd_pnt_61,1.7536445934877,0.915650393209936
bnd_pnt_62,NaN,NaN
bnd_pnt_63,1.39591734163501,-3.25049897845486
bnd_pnt_64,1.4063849268992,-3.10391812676195
bnd_pnt_65,2.13021542468643,-3.49477278669355
bnd_pnt_66,NaN,NaN
bnd_pnt_67,-1.20726083849353,-0.182582533770355
bnd_pnt_68,-1.60491998743686,-0.51885194775931
bnd_pnt_69,-2.2063394594873,-1.76888923159457
bnd_pnt_70,-3.44887559283396,-0.805663727327283
bnd_pnt_71,-3.87798230034513,-0.857941191846602
bnd_pnt_72,-3.7841491748434,0.142560257203587
bnd_pnt_73,-3.98215703145877,0.510981013666603
bnd_pnt_74,-3.40618306260237,0.96625024032454
bnd_pnt_75,-1.83036983286919,1.36398693948989
bnd_pnt_76,-1.28943355915659,1.6607606319323
bnd_pnt_77,-0.996460129621917,1.73653143716456
bnd_pnt_78,-1.02275763340287,1.49712091915957
bnd_pnt_79,-1.16655501802663,1.52914821537192
bnd_pnt_80,-1.4135410201378,1.02258550340722
bnd_pnt_81,-1.10047046616587,0.789629071173067
