Row,iac_file_churn,files_num_normalized_resources,iac_file_dependency,nb_files,nb_noniac_files,avg_files_per_commit,nb_content_sim_files,nb_path_sim_files,Ratio_out_of_cofiles_developers,file_nb_parameters,file_nb_variables,file_nb_resources,Graph_History_network_density,Graph_History_betweenness_centrality,Graph_History_closeness_centrality,Graph_ContentSimilarity_std_degree_centrality,Graph_ContentSimilarity_network_density,Graph_ContentSimilarity_closeness_centrality,Graph_PathSimilarity_network_density,Graph_PathSimilarity_Degree_centrality
423,2,0.04,0,62,16,14.65,43,51,0.1,20,2,5,0.15,0.02,0.6,0.26,0.92,0.99,1,2.01
424,8,0.04,0,62,16,14.66,74,51,0.09,22,2,5,0.15,0.16,0.64,0.26,0.92,0.99,1,2.01
425,42,0.04,0,62,16,14.67,84,51,0.1,22,2,5,0.15,0.16,0.64,0.26,0.92,0.99,1,2.01
426,2,0.04,0,62,16,14.69,85,51,0.1,22,2,5,0.15,0.17,0.64,0.26,0.92,0.99,1,2.01
427,2,0.05,0,48,5,13.64,43,51,0.12,20,3,6,0.15,0.01,0.56,0.26,0.92,0.99,1,2.01
428,2,0.05,0,48,5,13.64,64,51,0.12,20,3,6,0.15,0.11,0.59,0.26,0.92,0.99,1,2.01
429,8,0.04,0,48,5,13.66,78,51,0.12,22,3,6,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
430,42,0.04,0,48,5,13.67,84,51,0.12,22,3,6,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
431,2,0.04,0,48,5,13.69,85,51,0.12,22,3,6,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
432,26,0.03,2,73,31,9.89,36,51,0.14,22,10,8,0.15,0.05,0.6,0.26,0.92,1,1,2.01
433,2,0.03,2,73,31,9.89,36,51,0.15,22,10,8,0.15,0.05,0.6,0.26,0.92,1,1,2.01
434,8,0.03,2,73,31,9.9,67,51,0.15,24,10,8,0.15,0.2,0.66,0.26,0.92,1,1,2.01
435,42,0.03,2,73,31,9.92,77,51,0.15,24,10,8,0.15,0.21,0.68,0.26,0.92,1,1,2.01
436,12,0.03,2,73,31,9.94,78,51,0.15,24,10,8,0.15,0.22,0.68,0.26,0.92,1,1,2.01
437,2,0.03,2,73,31,9.93,78,51,0.15,24,10,8,0.15,0.22,0.68,0.26,0.92,1,1,2.01
438,2,0.06,0,46,4,16.93,43,51,0.07,19,1,6,0.15,0,0.55,0.26,0.92,0.99,1,2.01
439,8,0.05,0,46,4,16.94,64,51,0.07,21,1,6,0.15,0.11,0.58,0.26,0.92,0.99,1,2.01
440,40,0.05,0,46,4,16.96,84,51,0.08,21,1,6,0.15,0.14,0.6,0.26,0.92,0.99,1,2.01
441,2,0.05,0,46,4,16.98,85,51,0.08,21,1,6,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
442,18,0.05,0,46,4,17.01,85,51,0.08,30,1,6,0.15,0.17,0.6,0.26,0.92,0.99,1,2.01
443,2,0.06,0,40,2,11.46,43,51,0.04,15,3,6,0.15,0,0.52,0.26,0.92,0.99,1,2.01
444,8,0.05,0,40,2,11.48,74,51,0.04,17,3,6,0.15,0.14,0.58,0.26,0.92,0.99,1,2.01
445,32,0.05,0,40,2,11.51,84,51,0.05,17,3,6,0.15,0.14,0.59,0.26,0.92,0.99,1,2.01
446,2,0.05,0,40,2,11.55,85,51,0.05,17,3,6,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
447,2,0.05,2,50,7,16.33,43,51,0.09,21,5,7,0.15,0.01,0.56,0.26,0.92,1,1,2.01
448,2,0.05,2,50,7,16.33,64,51,0.09,21,5,7,0.15,0.11,0.59,0.26,0.92,1,1,2.01
449,8,0.05,2,50,7,16.34,78,51,0.09,23,5,7,0.15,0.15,0.6,0.26,0.92,1,1,2.01
450,44,0.05,2,50,7,16.36,84,51,0.1,23,5,7,0.15,0.15,0.6,0.26,0.92,1,1,2.01
451,2,0.05,2,50,7,16.38,85,51,0.09,23,5,7,0.15,0.16,0.61,0.26,0.92,1,1,2.01
452,2,0.05,2,50,7,16.4,85,51,0.1,23,5,7,0.15,0.17,0.61,0.26,0.92,1,1,2.01
453,2,0.05,0,45,5,16.44,43,49,0.04,18,2,5,0.15,0.01,0.54,0.26,0.92,0.99,1,2.01
454,8,0.04,0,45,5,16.46,74,49,0.04,20,2,5,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
455,38,0.04,0,45,5,16.49,84,49,0.05,20,2,5,0.15,0.15,0.61,0.26,0.92,0.99,1,2.01
456,2,0.04,0,45,5,16.53,85,49,0.05,20,2,5,0.15,0.16,0.61,0.26,0.92,0.99,1,2.01
457,2,0.04,0,47,4,16.33,43,51,0.08,20,2,5,0.15,0,0.56,0.26,0.92,0.99,1,2.01
458,2,0.04,0,47,4,16.34,64,51,0.08,20,2,5,0.15,0.11,0.59,0.26,0.92,0.99,1,2.01
459,8,0.04,0,47,4,16.35,78,51,0.08,22,2,5,0.15,0.14,0.6,0.26,0.92,0.99,1,2.01
460,42,0.04,0,47,4,16.37,84,51,0.09,22,2,5,0.15,0.14,0.6,0.26,0.92,0.99,1,2.01
461,2,0.04,0,47,4,16.39,85,51,0.08,22,2,5,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
462,2,0.04,0,48,5,15.71,43,51,0.09,21,5,6,0.15,0,0.55,0.26,0.92,0.99,1,2.01
463,2,0.04,0,48,5,15.71,64,51,0.09,21,5,6,0.15,0.11,0.58,0.26,0.92,0.99,1,2.01
464,8,0.04,0,48,5,15.72,78,51,0.09,23,5,6,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
465,42,0.04,0,48,5,15.74,84,51,0.1,23,5,6,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
466,2,0.04,0,48,5,15.76,85,51,0.09,23,5,6,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
467,2,0.02,3,80,39,6,40,52,0.24,52,7,7,0.15,0.07,0.62,0.26,0.92,1,1,2.01
468,6,0.02,3,80,39,5.99,42,52,0.23,54,7,7,0.15,0.09,0.63,0.26,0.92,1,1,2.01
469,2,0.02,3,80,39,6,80,52,0.23,54,7,7,0.15,0.24,0.7,0.26,0.92,1,1,2.01
470,18,0.02,3,80,39,6.01,81,52,0.23,63,7,7,0.15,0.25,0.7,0.26,0.92,1,1,2.01
471,2,0.05,0,59,18,14.96,43,51,0.09,21,4,7,0.15,0.01,0.57,0.26,0.92,1,1,2.01
472,8,0.05,0,59,18,14.97,74,51,0.09,23,4,7,0.15,0.16,0.63,0.26,0.92,1,1,2.01
473,44,0.05,0,59,18,14.99,84,51,0.1,23,4,7,0.15,0.17,0.64,0.26,0.92,1,1,2.01
474,2,0.05,0,59,18,15.01,85,51,0.1,23,4,7,0.15,0.18,0.64,0.26,0.92,1,1,2.01
475,2,0.05,0,59,18,15,85,51,0.1,23,4,7,0.15,0.18,0.64,0.26,0.92,1,1,2.01
476,2,0.05,0,59,18,15.01,85,51,0.1,23,4,7,0.15,0.19,0.65,0.26,0.92,1,1,2.01
477,2,0.04,0,52,7,17.85,43,51,0.09,20,2,5,0.15,0.02,0.57,0.26,0.92,0.99,1,2.01
478,8,0.04,0,52,7,17.86,74,51,0.09,22,2,5,0.15,0.16,0.61,0.26,0.92,0.99,1,2.01
479,42,0.04,0,52,7,17.88,84,51,0.1,22,2,5,0.15,0.16,0.61,0.26,0.92,0.99,1,2.01
480,2,0.04,0,52,7,17.9,85,51,0.1,22,2,5,0.15,0.17,0.61,0.26,0.92,0.99,1,2.01
481,18,0.04,0,52,7,17.92,85,51,0.1,31,2,5,0.15,0.19,0.62,0.26,0.92,0.99,1,2.01
482,2,0.06,0,53,9,14.6,43,51,0.12,22,4,8,0.15,0.01,0.57,0.26,0.92,1,1,2.01
483,2,0.06,0,53,9,14.6,64,51,0.11,22,4,8,0.15,0.12,0.6,0.26,0.92,1,1,2.01
484,8,0.05,0,53,9,14.61,78,51,0.11,24,4,8,0.15,0.16,0.61,0.26,0.92,1,1,2.01
485,46,0.05,0,53,9,14.63,84,51,0.12,24,4,8,0.15,0.16,0.61,0.26,0.92,1,1,2.01
486,2,0.05,0,53,9,14.65,85,51,0.12,24,4,8,0.15,0.17,0.61,0.26,0.92,1,1,2.01
487,2,0.05,0,53,9,14.67,85,51,0.12,24,4,8,0.15,0.18,0.62,0.26,0.92,1,1,2.01
488,18,0.05,0,53,9,14.66,85,51,0.12,33,4,8,0.15,0.18,0.62,0.26,0.92,1,1,2.01
489,2,0.04,1,50,6,13.97,43,51,0.07,24,10,8,0.15,0.02,0.56,0.26,0.92,0.99,1,2.01
490,6,0.04,1,50,6,13.98,64,51,0.07,25,10,8,0.15,0.12,0.59,0.26,0.92,0.99,1,2.01
491,8,0.04,1,50,6,13.97,64,51,0.07,27,10,8,0.15,0.12,0.59,0.26,0.92,0.99,1,2.01
492,50,0.04,1,50,6,13.99,84,51,0.08,27,10,8,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
493,2,0.04,1,50,6,14.01,85,51,0.08,27,10,8,0.15,0.17,0.61,0.26,0.92,0.99,1,2.01
494,2,0.04,1,50,6,14.01,85,51,0.08,27,10,8,0.15,0.17,0.61,0.26,0.92,0.99,1,2.01
495,20,0.04,1,50,6,14.03,85,51,0.08,37,10,8,0.15,0.18,0.61,0.26,0.92,0.99,1,2.01
496,8,0.05,2,41,1,10.54,41,51,0.03,27,1,6,0.15,0.02,0.52,0.26,0.92,0.99,1,2.01
497,14,0.05,2,41,1,10.64,82,51,0.04,27,1,6,0.15,0.15,0.58,0.26,0.92,0.99,1,2.01
498,2,0.05,2,41,1,10.74,83,51,0.04,27,1,6,0.15,0.16,0.58,0.26,0.92,0.99,1,2.01
499,2,0.04,0,5,2,2.9,43,51,0.14,30,1,6,0.15,0.02,0.36,0.26,0.92,0.99,1,2.01
500,2,0.04,0,5,2,2.9,45,51,0.05,30,1,6,0.15,0.02,0.41,0.26,0.92,0.99,1,2.01
501,8,0.04,0,5,2,3.05,75,51,0.03,32,1,6,0.15,0.15,0.54,0.26,0.92,0.99,1,2.01
502,62,0.04,0,5,2,3.26,84,51,0.03,32,1,6,0.15,0.15,0.57,0.26,0.92,0.99,1,2.01
503,2,0.05,0,60,18,13.88,43,51,0.12,24,4,7,0.15,0.03,0.57,0.26,0.92,1,1,2.01
504,2,0.05,0,60,18,13.88,45,51,0.12,24,4,7,0.15,0.05,0.58,0.26,0.92,1,1,2.01
505,8,0.04,0,60,18,13.89,75,51,0.12,26,4,7,0.15,0.18,0.63,0.26,0.92,1,1,2.01
506,48,0.04,0,60,18,13.91,84,51,0.12,26,4,7,0.15,0.18,0.64,0.26,0.92,1,1,2.01
507,2,0.04,0,60,18,13.92,85,51,0.13,26,4,7,0.15,0.19,0.64,0.26,0.92,1,1,2.01
508,2,0.04,0,60,18,13.93,85,51,0.13,26,4,7,0.15,0.2,0.65,0.26,0.92,1,1,2.01
509,2,0.05,0,46,3,17.97,43,51,0.04,30,1,6,0.15,0.02,0.55,0.26,0.92,0.99,1,2.01
510,2,0.05,0,46,3,17.98,64,51,0.04,30,1,6,0.15,0.12,0.58,0.26,0.92,0.99,1,2.01
511,8,0.05,0,46,3,18,78,51,0.04,32,1,6,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
512,62,0.05,0,46,3,18.05,84,51,0.05,32,1,6,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
513,2,0.05,0,46,3,18.1,85,51,0.05,32,1,6,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
514,2,0.05,0,49,8,15.86,43,51,0.09,22,3,6,0.15,0.01,0.55,0.26,0.92,0.99,1,2.01
515,8,0.05,0,49,8,15.87,74,51,0.09,24,3,6,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
516,46,0.05,0,49,8,15.9,84,51,0.1,24,3,6,0.15,0.16,0.62,0.26,0.92,0.99,1,2.01
517,2,0.05,0,49,8,15.92,85,51,0.09,24,3,6,0.15,0.17,0.62,0.26,0.92,0.99,1,2.01
518,18,0.05,0,49,8,15.95,85,51,0.1,33,3,6,0.15,0.18,0.62,0.26,0.92,0.99,1,2.01
519,12,0.04,1,49,6,15.56,42,51,0.04,32,1,6,0.15,0.01,0.56,0.26,0.92,1,1,2.01
520,8,0.04,1,49,6,15.55,42,51,0.04,34,1,6,0.15,0.01,0.56,0.26,0.92,1,1,2.01
521,66,0.04,1,49,6,15.58,83,51,0.05,34,1,6,0.15,0.15,0.6,0.26,0.92,1,1,2.01
522,2,0.04,1,49,6,15.61,84,51,0.05,34,1,6,0.15,0.16,0.61,0.26,0.92,1,1,2.01
523,2,0.04,1,49,6,15.6,84,51,0.05,34,1,6,0.15,0.16,0.61,0.26,0.92,1,1,2.01
524,1,0.12,0,3,1,2.35,2,22,0.5,10,0,2,0.14,0,0.06,0.27,0.83,0.83,1.01,2.03
525,3,0.01,0,10,8,1.97,1,22,0.14,0,0,1,0.14,0.01,0.44,0.27,0.83,0.85,1.01,2.03
526,3,0.01,0,10,8,1.97,1,22,0.22,0,0,1,0.14,0.01,0.44,0.27,0.83,0.85,1.01,2.03
527,44,0.05,3,11,2,2.34,2,22,0.09,24,0,4,0.14,0.02,0.49,0.27,0.83,0.95,1.01,2.03
528,10,0.06,2,11,2,2.45,4,22,0.13,24,0,4,0.14,0.06,0.5,0.27,0.83,0.95,1.01,2.03
529,64,0.06,2,16,6,2.78,5,22,0.17,34,0,5,0.14,0.04,0.52,0.27,0.83,0.95,1.01,2.03
530,1,0.04,3,19,7,1.96,5,22,0.55,68,0,5,0.14,0.05,0.55,0.27,0.83,0.99,1.01,2.03
531,1,0.04,3,19,7,1.96,6,22,0.55,69,0,5,0.14,0.05,0.55,0.27,0.83,0.99,1.01,2.03
532,14,0.04,3,19,7,1.97,6,22,0.55,69,1,5,0.13,0.12,0.56,0.27,0.83,0.99,1.01,2.03
533,4,0.04,3,19,7,1.97,6,22,0.55,69,1,5,0.13,0.12,0.56,0.27,0.83,0.99,1.01,2.03
534,2,0.04,3,19,7,1.97,6,22,0.55,69,1,5,0.13,0.12,0.56,0.27,0.83,0.99,1.01,2.03
535,1,0.04,3,19,7,1.97,6,22,0.55,69,1,5,0.13,0.15,0.57,0.27,0.83,0.99,1.01,2.03
536,25,0.04,3,19,7,1.97,6,22,0.55,69,1,5,0.13,0.15,0.57,0.27,0.83,0.99,1.01,2.03
537,138,0.04,3,19,7,1.97,6,22,0.52,71,1,5,0.13,0.15,0.57,0.27,0.83,0.99,1.01,2.03
538,18,0.04,3,19,7,1.98,7,22,0.54,71,1,5,0.13,0.17,0.57,0.27,0.83,0.99,1.01,2.03
539,8,0.04,3,19,7,1.99,7,22,0.54,72,1,5,0.13,0.17,0.57,0.27,0.83,0.99,1.01,2.03
540,10,0.11,1,11,3,2.12,2,22,0.14,5,0,4,0.14,0.02,0.49,0.27,0.83,0.91,1.01,2.03
541,30,0.09,2,10,1,2.1,7,22,0.15,16,0,3,0.14,0,0.47,0.27,0.83,0.92,1.01,2.03
542,46,0.06,3,14,4,2.56,2,22,0.13,24,0,4,0.14,0.11,0.52,0.27,0.83,0.92,1.01,2.03
543,10,0.07,2,14,4,2.59,3,22,0.17,24,0,4,0.14,0.14,0.53,0.27,0.83,0.92,1.01,2.03
544,1,0.05,3,17,7,2.25,5,23,0.3,70,1,6,0.14,0.1,0.53,0.27,0.83,0.99,1.01,2.03
545,1,0.05,3,17,7,2.26,6,23,0.3,71,1,6,0.14,0.1,0.53,0.27,0.83,0.99,1.01,2.03
546,14,0.04,3,17,7,2.27,6,23,0.3,71,2,6,0.13,0.16,0.54,0.27,0.83,0.99,1.01,2.03
547,4,0.04,3,17,7,2.27,6,23,0.3,71,2,6,0.13,0.16,0.54,0.27,0.83,0.99,1.01,2.03
548,2,0.04,3,17,7,2.27,6,23,0.3,71,2,6,0.13,0.16,0.54,0.27,0.83,0.99,1.01,2.03
549,1,0.04,3,17,7,2.27,6,23,0.3,71,2,6,0.13,0.19,0.55,0.27,0.83,0.99,1.01,2.03
550,25,0.04,3,17,7,2.27,6,23,0.3,71,2,6,0.13,0.19,0.55,0.27,0.83,0.99,1.01,2.03
551,144,0.04,3,17,7,2.27,6,23,0.3,73,2,6,0.13,0.19,0.55,0.27,0.83,0.99,1.01,2.03
552,9,0.05,2,17,7,2.28,7,23,0.33,73,2,6,0.13,0.21,0.56,0.27,0.83,0.99,1.01,2.03
553,8,0.05,2,17,7,2.3,7,23,0.32,74,2,6,0.13,0.22,0.56,0.27,0.83,0.99,1.01,2.03
554,2,0.03,0,454,34,31.59,4,547,0.33,39,1,4,0.39,0,0.65,0.3,0.94,0.98,1,2
555,40,0.04,0,455,32,92.51,8,547,0.17,15,0,3,0.39,0,0.65,0.3,0.94,0.98,1,2
556,43,0.04,0,460,40,30.31,1,562,0.33,0,15,4,0.39,0,0.66,0.3,0.94,0.98,1,2
557,5,0.1,0,452,32,72.43,5,532,0.25,1,4,2,0.39,0,0.65,0.3,0.94,0.97,1,2
558,2,0.1,0,4,0,4.98,2,547,0.5,0,0,2,0.39,0,0.01,0.3,0.94,0.96,1,2
559,9,0.1,0,4,0,4.98,5,547,1,0,0,3,0.39,0,0.01,0.3,0.94,0.97,1,2
560,2,0.14,1,464,42,191.26,9,535,0.08,0,0,3,0.39,0,0.66,0.3,0.94,0.97,1,2
561,9,0.12,0,452,32,91.77,6,549,0.08,0,0,3,0.39,0,0.65,0.3,0.94,0.96,1,2
562,16,0.06,0,452,32,179.55,7,546,0.17,9,0,3,0.39,0,0.65,0.3,0.94,0.98,1,2
563,10,0.11,0,16,0,17.81,3,533,0.5,0,0,3,0.39,0,0.02,0.3,0.94,0.97,1,2
564,5,0.06,0,452,32,179.55,5,533,0.17,0,8,2,0.39,0,0.65,0.3,0.94,0.97,1,2
565,16,0.04,0,4,0,4.18,4,546,0.67,14,1,2,0.39,0,0.01,0.3,0.94,0.97,1,2
566,10,0.07,0,4,0,3.99,4,548,1,0,0,2,0.39,0,0.01,0.3,0.94,0.97,1,2
567,18,0.04,0,4,0,4.98,5,546,1,7,0,2,0.39,0,0.01,0.3,0.94,0.97,1,2
568,6,0.04,2,454,34,41.46,4,548,0.25,0,0,3,0.39,0,0.65,0.3,0.94,0.98,1,2
569,1,0.03,0,462,39,44.7,6,549,0.42,0,9,3,0.39,0,0.66,0.3,0.94,0.97,1,2
570,15,0.03,0,16,0,17.81,3,544,0.5,11,1,2,0.39,0,0.02,0.3,0.94,0.98,1,2
571,10,0.07,1,1,0,2,3,547,0,0,0,2,0.39,0,0,0.3,0.94,0.97,1,2
572,8,0.12,0,452,32,91.77,6,550,0.08,0,2,3,0.39,0,0.65,0.3,0.94,0.97,1,2
573,7,0.03,0,469,44,16.74,2,550,0.58,0,28,2,0.39,0,0.67,0.3,0.94,0.97,1,2
574,1,0.03,0,469,44,16.74,2,550,0.58,0,29,2,0.39,0.01,0.67,0.3,0.94,0.97,1,2
575,9,0.03,0,20,10,8.86,9,562,0.25,22,0,3,0.39,0,0.37,0.3,0.94,0.98,1,2
576,7,0.06,0,465,42,97.62,9,539,0.08,0,8,2,0.39,0,0.66,0.3,0.94,0.98,1,2
577,2,0.05,0,4,0,4.23,1,547,1,0,7,2,0.39,0,0.01,0.3,0.94,0.97,1,2
578,6,0.05,0,4,0,4.23,1,547,1,0,7,2,0.39,0,0.01,0.3,0.94,0.97,1,2
579,5,0.03,0,464,42,128.17,2,539,0.08,2,24,2,0.39,0,0.66,0.3,0.94,0.98,1,2
580,16,0.06,0,4,0,4.98,3,544,1,3,3,3,0.39,0,0.01,0.3,0.94,0.96,1,2
581,1,0.09,0,458,32,184.47,3,531,0.08,1,0,4,0.39,0,0.66,0.3,0.94,0.97,1,2
582,7,0.04,0,452,32,73.22,6,548,0.17,12,0,3,0.39,0,0.65,0.3,0.94,0.98,1,2
583,3,0.04,0,452,32,73.21,6,548,0.17,13,0,3,0.39,0,0.65,0.3,0.94,0.98,1,2
584,12,0.05,1,452,32,119.38,7,545,0.25,4,1,2,0.39,0,0.65,0.3,0.94,0.97,1,2
585,16,0.04,2,452,32,118.38,1,546,0.08,8,12,4,0.39,0,0.65,0.3,0.94,0.97,1,2
586,8,0.12,0,4,0,4.98,17,551,0.33,0,0,3,0.39,0,0.01,0.3,0.94,0.97,1,2
587,8,0.09,0,455,32,92.51,6,535,0.17,0,15,3,0.39,0,0.65,0.3,0.94,0.97,1,2
588,145,0.04,0,465,42,128.83,7,533,0.08,0,4,5,0.39,0,0.66,0.3,0.94,0.98,1,2
589,54,0.03,0,4,0,3.16,4,547,1,18,8,3,0.39,0,0.01,0.3,0.94,0.97,1,2
590,6,0.08,1,464,42,191.26,11,538,0.08,0,0,2,0.39,0,0.66,0.3,0.94,0.97,1,2
591,7,0.19,0,453,32,73.62,6,549,0.17,0,0,5,0.39,0,0.65,0.3,0.94,0.97,1,2
592,2,0.07,0,458,32,184.47,3,530,0.08,1,0,3,0.39,0,0.66,0.3,0.94,0.97,1,2
593,15,0.03,0,4,0,2.99,1,550,0.33,0,17,2,0.39,0,0.01,0.3,0.94,0.97,1,2
594,43,0.08,1,452,32,46.88,5,549,0.17,0,3,5,0.39,0,0.65,0.3,0.94,0.97,1,2
595,2,0.08,0,20,10,11.33,10,559,0.25,5,0,3,0.39,0,0.37,0.3,0.94,0.98,1,2
596,20,0.06,0,20,10,11.33,10,559,0.25,7,0,3,0.39,0,0.37,0.3,0.94,0.98,1,2
597,17,0.09,0,4,0,4.98,1,547,1,0,7,3,0.39,0,0.01,0.3,0.94,0.97,1,2
598,2,0.09,0,4,0,4.98,1,547,1,0,9,3,0.39,0,0.01,0.3,0.94,0.97,1,2
599,2,0.16,0,452,32,61.02,7,548,0.17,6,0,6,0.39,0,0.65,0.3,0.94,0.97,1,2
600,6,0.14,0,4,0,3.24,4,549,1,0,0,3,0.39,0,0.01,0.3,0.94,0.97,1,2
601,8,0.04,0,459,39,122.66,5,548,0.17,11,0,3,0.39,0,0.66,0.3,0.94,0.98,1,2
602,158,0.01,0,4,0,2.99,1,548,1,2,18,2,0.39,0,0.01,0.3,0.94,0.98,1,2
603,7,0.06,0,458,38,182.02,4,528,0.17,6,0,3,0.39,0,0.66,0.3,0.94,0.98,1,2
604,32,0.05,0,458,38,181.82,5,528,0.25,9,0,3,0.39,0,0.66,0.3,0.94,0.98,1,2
605,13,0.05,0,2,0,2.99,3,546,1,3,0,2,0.39,0,0,0.3,0.94,0.97,1,2
606,30,0.05,0,460,40,54.57,1,561,0.17,13,0,5,0.39,0,0.66,0.3,0.94,0.98,1,2
607,4,0.08,0,30,12,13.7,6,548,0.4,9,0,4,0.39,0,0.38,0.3,0.94,0.97,1,2
608,82,0.03,0,459,39,63,1,562,0.17,0,2,3,0.39,0,0.66,0.3,0.94,0.98,1,2
609,12,0.04,0,453,32,27.13,1,550,0.42,2,2,2,0.39,0,0.65,0.3,0.94,0.97,1,2
610,2,0.04,0,453,32,27.13,2,550,0.42,2,2,2,0.39,0,0.65,0.3,0.94,0.97,1,2
611,10,0.07,2,453,32,60.69,10,530,0.33,0,0,3,0.39,0,0.65,0.3,0.94,0.97,1,2
612,5,0.09,0,4,0,4.98,5,547,1,0,7,2,0.39,0,0.01,0.3,0.94,0.97,1,2
613,4,0.04,0,8,1,3.73,3,549,0.56,24,0,4,0.39,0,0.37,0.3,0.94,0.98,1,2
614,3,0.04,0,8,1,3.73,3,549,0.56,25,0,4,0.39,0,0.37,0.3,0.94,0.98,1,2
615,3,0.13,0,456,34,33.91,2,551,0.33,0,0,4,0.39,0,0.65,0.3,0.94,0.97,1,2
616,4,0.07,0,458,38,182.02,2,535,0.17,0,8,2,0.39,0,0.66,0.3,0.94,0.97,1,2
617,7,0.04,0,453,33,119,1,547,0.25,0,4,2,0.39,0,0.65,0.3,0.94,0.97,1,2
618,22,0.07,0,4,0,4.98,15,550,0.33,0,0,3,0.39,0,0.01,0.3,0.94,0.97,1,2
619,5,0.06,0,454,34,28.07,1,547,0.33,0,11,2,0.39,0,0.65,0.3,0.94,0.97,1,2
620,8,0.09,0,454,32,93.51,1,531,0.17,1,5,3,0.39,0,0.65,0.3,0.94,0.96,1,2
621,1,0.1,0,452,32,61.18,2,549,0.17,0,10,5,0.39,0,0.65,0.3,0.94,0.97,1,2
622,7,0.12,0,1,0,3.99,1,547,0.5,0,2,3,0.39,0,0,0.3,0.94,0.97,1,2
623,16,0.04,0,452,32,88.76,3,523,0.08,5,0,2,0.39,0,0.65,0.3,0.94,0.97,1,2
624,2,0.08,0,459,39,122.66,3,549,0.17,1,5,2,0.39,0,0.66,0.3,0.94,0.97,1,2
625,60,0.03,0,452,32,27.43,6,548,0.42,1,23,3,0.39,0,0.65,0.3,0.94,0.97,1,2
626,1,0.03,0,452,32,27.43,10,548,0.5,1,22,3,0.39,0.01,0.65,0.3,0.94,0.97,1,2
627,16,0.04,0,452,32,27.43,10,548,0.5,1,21,3,0.39,0.01,0.65,0.3,0.94,0.97,1,2
628,7,0.04,0,452,32,27.43,10,548,0.5,1,20,3,0.39,0.01,0.65,0.3,0.94,0.97,1,2
629,2,0.04,0,452,32,27.43,10,548,0.5,1,22,3,0.39,0.01,0.65,0.3,0.94,0.97,1,2
630,14,0.04,0,452,32,27.42,10,548,0.5,1,24,3,0.39,0.01,0.65,0.3,0.94,0.97,1,2
631,4,0.04,0,452,32,27.42,10,548,0.5,1,24,3,0.39,0.01,0.65,0.3,0.94,0.97,1,2
632,5,0.04,0,452,32,27.42,10,548,0.5,1,29,3,0.39,0.01,0.65,0.3,0.94,0.97,1,2
633,2,0.04,0,452,32,27.42,10,548,0.5,1,29,3,0.39,0.01,0.65,0.3,0.94,0.97,1,2
634,2,0.13,0,4,0,4.49,4,548,1,0,0,3,0.39,0,0.01,0.3,0.94,0.96,1,2
635,5,0.13,0,458,38,182.02,3,533,0.17,0,0,3,0.39,0,0.66,0.3,0.94,0.97,1,2
636,8,0.12,0,458,38,181.92,4,533,0.25,0,0,3,0.39,0,0.66,0.3,0.94,0.97,1,2
637,57,0.04,0,4,0,4.98,5,549,0.33,13,0,3,0.39,0,0.01,0.3,0.94,0.98,1,2
638,2,0.04,2,454,34,29.85,3,547,0.33,1,3,2,0.39,0,0.65,0.3,0.94,0.97,1,2
639,3,0.06,0,4,0,4.98,2,546,0.5,4,0,2,0.39,0,0.01,0.3,0.94,0.97,1,2
640,8,0.12,1,135,23,71.5,2,70,0,2,0,2,0.66,0,0.8,0.39,0.77,0.85,1,2.01
641,8,0.12,1,136,24,71.11,2,71,0,2,0,2,0.58,0.12,0.82,0.39,0.77,0.85,1,2.01
642,2,0.12,1,136,24,70.73,2,71,0.03,2,0,2,0.58,0.12,0.82,0.39,0.77,0.85,1,2.01
643,10,0.12,1,136,24,70.51,2,71,0.07,1,0,2,0.58,0.12,0.82,0.39,0.77,0.85,1,2.01
644,2,0.17,1,135,23,71.5,1,123,0,0,0,1,0.66,0,0.8,0.39,0.77,0.81,1,2.01
645,12,0.02,0,135,23,71.5,2,76,0,1,2,1,0.66,0,0.8,0.39,0.77,0.93,1,2.01
646,4,0.08,2,135,23,71.5,1,123,0,0,1,2,0.66,0,0.8,0.39,0.77,0.89,1,2.01
647,2,0.07,0,135,23,71.5,1,109,0,0,0,1,0.66,0,0.8,0.39,0.77,0.84,1,2.01
648,10,0.25,1,135,23,71.5,1,105,0,0,0,1,0.66,0,0.8,0.39,0.77,0.9,1,2.01
649,2,0.12,5,8,1,9.62,1,71,0.04,0,0,1,0.66,0,0.46,0.39,0.77,0.82,1,2.01
650,31,0.08,1,135,23,71.5,1,106,0,1,0,2,0.66,0,0.8,0.39,0.77,0.87,1,2.01
