Row,iac_file_churn,files_num_normalized_resources,iac_file_dependency,nb_files,nb_noniac_files,avg_files_per_commit,nb_content_sim_files,nb_path_sim_files,Ratio_out_of_cofiles_developers,file_nb_parameters,file_nb_variables,file_nb_resources,Graph_History_network_density,Graph_History_betweenness_centrality,Graph_History_closeness_centrality,Graph_ContentSimilarity_std_degree_centrality,Graph_ContentSimilarity_network_density,Graph_ContentSimilarity_closeness_centrality,Graph_PathSimilarity_network_density,Graph_PathSimilarity_Degree_centrality
202,22,0.03,12,118,38,20.82,2,50,0.14,10,1,2,0.65,0,0.9,0.27,0.93,0.97,1.01,2.01
203,39,0.04,12,118,38,20.83,17,50,0.15,11,2,3,0.65,0,0.9,0.27,0.93,0.97,1.01,2.01
204,11,0.03,0,118,38,27.53,2,50,0.12,6,3,3,0.65,0,0.9,0.27,0.93,0.97,1.01,2.01
205,2,0.03,0,118,38,27.52,3,50,0.12,6,3,3,0.65,0,0.9,0.27,0.93,0.97,1.01,2.01
206,2,0.03,0,124,39,27.52,3,56,0.14,6,3,3,0.6,0.09,0.9,0.27,0.93,0.97,0.94,2.01
207,2,0.03,0,134,45,27.52,3,66,0.13,6,3,3,0.52,0.21,0.93,0.27,0.93,0.97,0.83,2.01
208,25,0.03,0,134,45,27.51,3,66,0.12,6,4,3,0.52,0.21,0.93,0.27,0.93,0.97,0.83,2.01
209,2,0.03,0,134,45,27.51,3,66,0.12,6,4,3,0.52,0.22,0.93,0.27,0.93,0.97,0.83,2.01
210,12,0.03,0,134,45,27.5,3,66,0.12,6,4,3,0.52,0.22,0.93,0.27,0.93,0.97,0.83,2.01
211,17,0.04,0,134,45,27.5,4,66,0.13,7,5,4,0.52,0.22,0.93,0.27,0.93,0.97,0.83,2.01
212,4,0.1,0,106,26,13.05,1,51,0.11,5,8,4,0.65,0.01,0.83,0.27,0.93,0.96,1.01,2.01
213,2,0.1,0,106,26,13.05,1,51,0.11,5,8,4,0.65,0.01,0.83,0.27,0.93,0.96,1.01,2.01
214,4,0.1,0,111,31,13.05,1,56,0.12,5,8,4,0.61,0.08,0.88,0.27,0.93,0.96,0.95,2.01
215,4,0.1,0,120,40,13.06,1,59,0.12,5,8,4,0.52,0.23,0.89,0.27,0.93,0.96,0.85,2.01
216,4,0.1,0,121,41,13.06,1,59,0.12,5,8,4,0.5,0.26,0.89,0.27,0.93,0.96,0.84,2.01
217,18,0.05,2,125,45,20.96,1,50,0.12,9,3,4,0.65,0.01,0.94,0.27,0.93,0.97,1.01,2.01
218,2,0.03,6,123,43,11.63,1,51,0.16,10,5,5,0.65,0.01,0.93,0.27,0.93,0.99,1.01,2.01
219,4,0.03,6,129,44,11.63,1,57,0.16,10,5,5,0.6,0.1,0.93,0.27,0.93,0.99,0.94,2.01
220,23,0.03,6,139,50,11.64,1,67,0.15,11,5,5,0.52,0.22,0.94,0.27,0.93,0.99,0.83,2.01
221,34,0.03,6,146,54,11.64,1,74,0.14,12,5,5,0.47,0.3,0.95,0.27,0.93,0.99,0.77,2.01
222,26,0.03,6,146,54,11.64,3,74,0.13,12,5,5,0.47,0.3,0.95,0.27,0.93,0.99,0.77,2.01
223,2,0,0,92,12,30.55,1,7,0.05,0,0,0,0.65,0,0.76,0.27,0.93,0.92,1.01,2.01
224,4,0.04,4,118,38,21.56,4,50,0.11,9,1,3,0.65,0,0.9,0.27,0.93,0.97,1.01,2.01
225,20,0.04,4,118,38,21.55,6,50,0.12,9,1,3,0.65,0,0.9,0.27,0.93,0.97,1.01,2.01
226,17,0.05,4,118,38,21.56,16,50,0.13,10,2,4,0.65,0,0.9,0.27,0.93,0.97,1.01,2.01
227,50,0.07,1,89,12,50.5,3,50,0,2,3,3,0.65,0,0.75,0.27,0.93,0.97,1.01,2.01
228,4,0.07,1,89,12,50.03,3,50,1,2,3,3,0.65,0.01,0.75,0.27,0.93,0.97,1.01,2.01
229,10,0.03,3,90,12,22.88,1,3,0.04,1,0,1,0.65,0,0.76,0.27,0.93,0.96,1.01,2.01
230,20,0.03,0,89,12,50.5,2,22,0,0,3,1,0.65,0,0.75,0.27,0.93,0.95,1.01,2.01
231,2,0.03,0,89,12,50.21,3,22,0,0,3,1,0.65,0.02,0.76,0.27,0.93,0.95,1.01,2.01
232,7,0.33,0,93,12,25.7,1,25,0.04,0,0,1,0.65,0.01,0.77,0.27,0.93,0.91,1.01,2.01
233,10,0.11,0,89,12,50.5,3,26,0,0,0,1,0.65,0,0.75,0.27,0.93,0.95,1.01,2.01
234,3,0.1,0,89,12,50.05,3,26,0.11,0,0,1,0.65,0.01,0.75,0.27,0.93,0.95,1.01,2.01
235,4,0.1,0,89,12,49.77,4,26,0.02,0,0,1,0.64,0.03,0.76,0.27,0.93,0.95,1.01,2.01
236,4,0.07,2,120,40,23.05,2,51,0.1,2,3,3,0.65,0.01,0.91,0.27,0.93,0.96,1.01,2.01
237,4,0.1,1,120,40,24.68,3,50,0.12,2,3,4,0.65,0.01,0.91,0.27,0.93,0.96,1.01,2.01
238,20,0.07,4,118,38,21.56,6,50,0.12,9,2,5,0.65,0,0.9,0.27,0.93,0.98,1.01,2.01
239,37,0.07,4,118,38,21.57,17,50,0.13,10,3,6,0.65,0,0.9,0.27,0.93,0.98,1.01,2.01
240,5,0,0,89,12,50.5,1,7,0,0,0,0,0.65,0,0.75,0.27,0.93,0.92,1.01,2.01
241,8,0.11,0,89,12,50.5,1,50,0.03,0,4,5,0.65,0,0.75,0.27,0.93,0.97,1.01,2.01
242,30,0.05,4,118,38,21.49,9,50,0.12,14,1,5,0.65,0,0.9,0.27,0.93,0.97,1.01,2.01
243,17,0.06,4,118,38,21.5,24,50,0.13,15,2,6,0.65,0,0.9,0.27,0.93,0.97,1.01,2.01
244,12,0.06,2,120,40,22.8,1,50,0.12,6,3,4,0.65,0.01,0.91,0.27,0.93,0.96,1.01,2.01
245,6,0.03,2,90,12,22.88,1,22,0.04,0,0,3,0.65,0,0.76,0.27,0.93,0.96,1.01,2.01
246,2,0.03,2,100,18,22.92,1,32,0.03,0,0,3,0.57,0.14,0.79,0.27,0.93,0.96,0.89,2.01
247,2,0.03,2,108,22,22.92,1,40,0.03,0,0,3,0.5,0.24,0.8,0.27,0.93,0.96,0.81,2.01
248,18,0.06,5,125,45,12.78,2,50,0.15,4,14,7,0.65,0.01,0.94,0.27,0.93,0.98,1.01,2.01
249,12,0.06,5,125,45,12.78,3,50,0.17,4,14,7,0.65,0.01,0.94,0.27,0.93,0.98,1.01,2.01
250,6,0.06,5,126,45,12.77,3,51,0.15,4,14,7,0.65,0.02,0.94,0.27,0.93,0.98,0.99,2.01
251,4,0.06,5,131,50,12.78,3,56,0.16,4,14,7,0.6,0.09,0.95,0.27,0.93,0.98,0.94,2.01
252,12,0.07,5,131,50,12.79,3,56,0.17,2,12,7,0.6,0.09,0.95,0.27,0.93,0.98,0.94,2.01
253,4,0.07,2,120,40,23.29,1,50,0.08,2,3,3,0.65,0.01,0.91,0.27,0.93,0.96,1.01,2.01
254,2,0.27,2,89,12,21,3,22,0.03,0,0,4,0.65,0,0.75,0.27,0.93,0.95,1.01,2.01
255,8,0.27,2,89,12,20.96,6,22,0.03,0,0,4,0.66,0,0.76,0.27,0.93,0.95,1.01,2.01
256,10,0.27,2,120,24,21.02,8,53,0.03,0,0,4,0.43,0.34,0.8,0.27,0.93,0.95,0.71,2.01
257,2,0,0,48,0,26.58,1,7,0.02,0,0,0,0.65,0,0.6,0.27,0.93,0.92,1.01,2.01
258,10,0.05,14,121,41,14.35,2,51,0.22,13,6,8,0.65,0.01,0.92,0.27,0.93,0.99,1.01,2.01
259,3,0.05,14,121,41,14.35,4,51,0.21,13,6,8,0.65,0.01,0.92,0.27,0.93,0.99,1.01,2.01
260,2,0.05,14,127,42,14.35,4,57,0.22,13,6,8,0.6,0.09,0.92,0.27,0.93,0.99,0.94,2.01
261,3,0.05,14,137,48,14.35,4,67,0.22,13,6,8,0.52,0.21,0.93,0.27,0.93,0.99,0.83,2.01
262,5,0.05,14,137,48,14.35,4,67,0.21,13,7,8,0.52,0.21,0.93,0.27,0.93,0.99,0.83,2.01
263,4,0.05,14,137,48,14.35,4,67,0.2,13,7,8,0.52,0.21,0.93,0.27,0.93,0.99,0.83,2.01
264,129,0.03,16,141,52,14.35,4,71,0.22,20,24,8,0.5,0.25,0.95,0.27,0.93,0.99,0.8,2.01
265,4,0.03,16,141,52,14.35,4,71,0.22,20,24,8,0.5,0.25,0.95,0.27,0.93,0.99,0.8,2.01
266,9,0.03,16,141,52,14.35,4,71,0.22,20,24,8,0.5,0.25,0.95,0.27,0.93,0.99,0.8,2.01
267,56,0.03,16,141,52,14.35,5,71,0.22,20,26,8,0.5,0.25,0.95,0.27,0.93,0.99,0.8,2.01
268,11,0.03,16,141,52,14.35,5,71,0.22,20,26,8,0.49,0.26,0.95,0.27,0.93,0.99,0.8,2.01
269,42,0.03,15,141,52,14.35,5,71,0.21,20,26,8,0.49,0.26,0.95,0.27,0.93,0.99,0.8,2.01
270,192,0.03,15,141,52,14.35,5,71,0.23,20,16,8,0.49,0.26,0.95,0.27,0.93,0.99,0.8,2.01
271,10,0.03,0,89,12,18.47,1,21,0.03,0,0,1,0.65,0,0.75,0.27,0.93,0.95,1.01,2.01
272,4,0.03,17,125,45,12.74,4,51,0.22,23,28,8,0.65,0.01,0.94,0.27,0.93,0.99,1.01,2.01
273,4,0.03,17,125,45,12.74,8,51,0.21,23,28,8,0.65,0.01,0.94,0.27,0.93,0.99,1.01,2.01
274,2,0.03,17,131,46,12.74,8,57,0.22,23,28,8,0.6,0.09,0.95,0.27,0.93,0.99,0.94,2.01
275,2,0.03,17,141,52,12.75,8,67,0.22,23,28,8,0.52,0.21,0.96,0.27,0.93,0.99,0.83,2.01
276,12,0.03,17,141,52,12.74,8,67,0.22,23,28,8,0.52,0.21,0.96,0.27,0.93,0.99,0.83,2.01
277,5,0.03,17,141,52,12.74,8,67,0.21,23,29,8,0.52,0.21,0.96,0.27,0.93,0.99,0.83,2.01
278,4,0.03,17,141,52,12.74,8,67,0.21,23,29,8,0.52,0.21,0.96,0.27,0.93,0.99,0.83,2.01
279,12,0.03,17,141,52,12.74,8,67,0.2,23,29,8,0.52,0.21,0.96,0.27,0.93,0.99,0.83,2.01
280,50,0.03,17,145,56,12.74,8,71,0.22,23,30,8,0.5,0.25,0.96,0.27,0.93,0.99,0.8,2.01
281,9,0.03,17,145,56,12.74,8,71,0.22,23,30,8,0.5,0.25,0.96,0.27,0.93,0.99,0.8,2.01
282,18,0.03,17,145,56,12.74,9,71,0.22,23,32,8,0.5,0.25,0.96,0.27,0.93,0.99,0.8,2.01
283,2,0.03,17,145,56,12.74,9,71,0.22,23,32,8,0.49,0.26,0.96,0.27,0.93,0.99,0.8,2.01
284,48,0.03,17,145,56,12.74,9,71,0.21,23,32,8,0.49,0.26,0.96,0.27,0.93,0.99,0.8,2.01
285,79,0.02,20,145,56,12.74,9,71,0.23,23,35,8,0.49,0.26,0.96,0.27,0.93,0.99,0.8,2.01
286,2,0.02,20,145,56,12.74,9,71,0.23,23,35,8,0.49,0.26,0.96,0.27,0.93,0.99,0.8,2.01
287,233,0.03,16,145,56,12.74,9,71,0.23,23,17,8,0.49,0.26,0.96,0.27,0.93,0.99,0.8,2.01
288,2,0.04,0,89,12,50.02,1,50,0,12,4,3,0.65,0,0.75,0.27,0.93,0.98,1.01,2.01
289,24,0.04,0,89,12,49.59,1,50,0.17,12,4,3,0.64,0.03,0.75,0.27,0.93,0.98,1.01,2.01
290,17,0.04,0,89,12,49.53,1,50,0.05,13,5,4,0.64,0.03,0.75,0.27,0.93,0.98,1.01,2.01
291,4,0.02,4,118,38,19.27,4,50,0.17,33,1,3,0.65,0,0.9,0.27,0.93,0.98,1.01,2.01
292,68,0.02,4,118,38,19.26,5,50,0.14,33,1,3,0.65,0,0.9,0.27,0.93,0.98,1.01,2.01
293,17,0.02,4,118,38,19.27,20,50,0.15,34,2,4,0.65,0,0.9,0.27,0.93,0.98,1.01,2.01
294,2,0.05,1,118,37,21.35,2,26,0.03,0,0,2,0.65,0.02,0.9,0.27,0.93,0.94,1.01,2.01
295,10,0.03,1,118,37,21.33,3,26,0.03,0,0,1,0.65,0.02,0.9,0.27,0.93,0.94,1.01,2.01
296,2,0.03,1,128,43,21.35,3,36,0.02,0,0,1,0.57,0.16,0.92,0.27,0.93,0.94,0.89,2.01
297,22,0.04,3,89,12,8.06,1,4,0,0,0,4,0.65,0,0.75,0.27,0.93,0.96,1.01,2.01
298,4,0.04,3,99,18,8.1,2,14,0.08,0,0,4,0.57,0.14,0.79,0.27,0.93,0.96,0.89,2.01
299,34,0.04,3,107,22,8.12,3,22,0.08,0,0,4,0.5,0.24,0.8,0.27,0.93,0.96,0.81,2.01
300,6,0.09,1,120,40,23.72,4,50,0.1,3,3,4,0.65,0.01,0.91,0.27,0.93,0.96,1.01,2.01
301,42,0.04,4,118,38,16.91,11,50,0.14,22,2,5,0.65,0,0.9,0.27,0.93,0.99,1.01,2.01
302,17,0.04,4,118,38,16.92,26,50,0.15,23,3,6,0.65,0,0.9,0.27,0.93,0.99,1.01,2.01
303,2,0.33,2,89,12,21,3,22,0.03,0,0,3,0.65,0,0.75,0.27,0.93,0.95,1.01,2.01
304,22,0.01,1,89,12,50.5,1,5,0.03,6,4,1,0.65,0,0.75,0.27,0.93,0.97,1.01,2.01
305,4,0.04,3,122,42,14.55,9,50,0.15,12,2,4,0.65,0.01,0.92,0.27,0.93,0.98,1.01,2.01
306,28,0.04,3,127,47,14.55,9,55,0.16,12,2,4,0.61,0.08,0.94,0.27,0.93,0.98,0.95,2.01
307,4,0.06,1,57,17,9.65,2,51,0.13,55,1,6,0.15,0.02,0.56,0.26,0.92,0.96,1,2.01
308,2,0.06,1,57,17,9.64,2,51,0.12,55,1,6,0.15,0.02,0.56,0.26,0.92,0.96,1,2.01
309,2,0.18,0,44,6,10.85,1,49,0.06,2,1,6,0.15,0,0.53,0.26,0.92,0.99,1,2.01
310,2,0.06,0,3,3,3.84,43,51,0.04,33,2,8,0.15,0,0.02,0.26,0.92,1,1,2.01
311,2,0.06,0,3,3,4.12,43,51,0.04,33,2,8,0.16,0.09,0.46,0.26,0.92,1,1,2.01
312,8,0.06,0,3,3,4.55,45,51,0.03,35,2,8,0.15,0.12,0.52,0.26,0.92,1,1,2.01
313,68,0.06,0,3,3,5.12,45,51,0.03,35,2,8,0.15,0.12,0.57,0.26,0.92,1,1,2.01
314,2,0.06,0,3,3,5.69,46,51,0.03,35,2,8,0.15,0.14,0.57,0.26,0.92,1,1,2.01
315,2,0.05,0,3,3,1.94,43,51,0.02,32,2,6,0.15,0,0.36,0.26,0.92,0.99,1,2.01
316,2,0.05,0,3,3,2.02,64,51,0.03,32,2,6,0.16,0.11,0.48,0.26,0.92,0.99,1,2.01
317,8,0.05,0,3,3,2.14,78,51,0.02,34,2,6,0.15,0.14,0.53,0.26,0.92,0.99,1,2.01
318,64,0.05,0,3,3,2.29,84,51,0.03,34,2,6,0.15,0.14,0.57,0.26,0.92,0.99,1,2.01
319,2,0.05,0,3,3,2.45,85,51,0.03,34,2,6,0.15,0.15,0.57,0.26,0.92,0.99,1,2.01
320,2,0.05,0,3,3,2.48,85,51,0.03,34,2,6,0.15,0.15,0.57,0.26,0.92,0.99,1,2.01
321,8,0.05,0,23,2,10.44,43,51,0.03,31,5,6,0.15,0.02,0.44,0.26,0.92,0.99,1,2.01
322,60,0.05,0,23,2,10.69,84,51,0.03,31,5,6,0.15,0.16,0.57,0.26,0.92,0.99,1,2.01
323,2,0.05,0,23,2,10.95,85,51,0.03,31,5,6,0.15,0.17,0.57,0.26,0.92,0.99,1,2.01
324,2,0.05,0,23,2,10.94,85,51,0.03,31,5,6,0.15,0.17,0.57,0.26,0.92,0.99,1,2.01
325,2,0.06,0,46,3,11.57,43,51,0.06,33,3,7,0.15,0.02,0.55,0.26,0.92,0.99,1,2.01
326,2,0.06,0,46,3,11.58,64,51,0.05,33,3,7,0.15,0.12,0.58,0.26,0.92,0.99,1,2.01
327,8,0.05,0,46,3,11.61,78,51,0.05,35,3,7,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
328,66,0.05,0,46,3,11.66,84,51,0.06,35,3,7,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
329,2,0.05,0,46,3,11.7,85,51,0.06,35,3,7,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
330,2,0.05,0,46,3,11.7,85,51,0.06,35,3,7,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
331,2,0.05,0,48,5,14.73,42,51,0.11,31,5,6,0.15,0.01,0.56,0.26,0.92,0.99,1,2.01
332,2,0.05,0,48,5,14.74,63,51,0.11,31,5,6,0.15,0.11,0.59,0.26,0.92,0.99,1,2.01
333,8,0.04,0,48,5,14.75,77,51,0.11,33,5,6,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
334,64,0.04,0,48,5,14.77,83,51,0.11,33,5,6,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
335,2,0.04,0,48,5,14.79,84,51,0.11,33,5,6,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
336,2,0.06,0,61,22,9.35,3,52,0.09,0,0,6,0.15,0.01,0.57,0.26,0.92,0.97,1,2.01
337,2,0.04,0,47,4,13.46,43,51,0.1,20,6,6,0.15,0,0.56,0.26,0.92,1,1,2.01
338,2,0.04,0,47,4,13.46,64,51,0.1,20,6,6,0.15,0.11,0.59,0.26,0.92,1,1,2.01
339,8,0.04,0,47,4,13.47,78,51,0.1,22,6,6,0.15,0.14,0.6,0.26,0.92,1,1,2.01
340,42,0.04,0,47,4,13.49,84,51,0.11,22,6,6,0.15,0.14,0.6,0.26,0.92,1,1,2.01
341,2,0.04,0,47,4,13.51,85,51,0.1,22,6,6,0.15,0.15,0.6,0.26,0.92,1,1,2.01
342,2,0.05,0,46,3,16.19,43,51,0.04,32,2,6,0.15,0.02,0.55,0.26,0.92,0.99,1,2.01
343,2,0.05,0,46,3,16.2,64,51,0.04,32,2,6,0.15,0.12,0.58,0.26,0.92,0.99,1,2.01
344,8,0.05,0,46,3,16.23,78,51,0.04,34,2,6,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
345,64,0.05,0,46,3,16.27,84,51,0.05,34,2,6,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
346,2,0.05,0,46,3,16.32,85,51,0.05,34,2,6,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
347,2,0.06,0,44,5,18.5,43,51,0.05,22,2,8,0.15,0.01,0.53,0.26,0.92,1,1,2.01
348,8,0.06,0,44,5,18.53,74,51,0.05,24,2,8,0.15,0.15,0.59,0.26,0.92,1,1,2.01
349,46,0.06,0,44,5,18.59,84,51,0.06,24,2,8,0.15,0.15,0.6,0.26,0.92,1,1,2.01
350,2,0.06,0,44,5,18.66,85,51,0.06,24,2,8,0.15,0.16,0.6,0.26,0.92,1,1,2.01
351,18,0.06,0,44,5,18.72,85,51,0.07,33,2,8,0.15,0.18,0.61,0.26,0.92,1,1,2.01
352,2,0.06,0,44,5,18.68,85,51,0.07,33,2,8,0.15,0.18,0.61,0.26,0.92,1,1,2.01
353,8,0.04,0,46,3,12.24,43,46,0.07,22,2,5,0.15,0.02,0.56,0.26,0.92,0.99,1,2.01
354,42,0.04,0,46,3,12.27,84,46,0.08,22,2,5,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
355,2,0.04,0,46,3,12.29,85,46,0.08,22,2,5,0.15,0.16,0.59,0.26,0.92,0.99,1,2.01
356,2,0.04,0,46,3,12.29,85,46,0.07,22,2,5,0.15,0.16,0.59,0.26,0.92,0.99,1,2.01
357,2,0.02,5,79,39,5.9,3,51,0.17,7,18,6,0.15,0.07,0.61,0.26,0.92,1,1,2.01
358,4,0.02,5,79,39,5.9,4,51,0.17,7,18,6,0.15,0.07,0.61,0.26,0.92,1,1,2.01
359,6,0.02,5,79,39,5.9,4,51,0.17,7,18,6,0.15,0.07,0.61,0.26,0.92,1,1,2.01
360,2,0.05,0,45,5,17.98,43,49,0.04,17,1,5,0.15,0.01,0.54,0.26,0.92,0.99,1,2.01
361,8,0.04,0,45,5,18,74,49,0.04,19,1,5,0.15,0.15,0.59,0.26,0.92,0.99,1,2.01
362,36,0.04,0,45,5,18.04,84,49,0.05,19,1,5,0.15,0.15,0.61,0.26,0.92,0.99,1,2.01
363,2,0.04,0,70,26,12.27,41,51,0.12,26,5,6,0.15,0.04,0.61,0.26,0.92,1,1,2.01
364,10,0.05,0,70,26,12.28,62,51,0.12,28,5,7,0.15,0.15,0.64,0.26,0.92,1,1,2.01
365,2,0.05,0,70,26,12.27,62,51,0.12,28,5,7,0.15,0.16,0.65,0.26,0.92,1,1,2.01
366,8,0.04,0,70,26,12.28,76,51,0.12,30,5,7,0.15,0.2,0.66,0.26,0.92,1,1,2.01
367,56,0.04,0,70,26,12.29,82,51,0.12,30,5,7,0.15,0.2,0.66,0.26,0.92,1,1,2.01
368,95,0.03,0,70,26,12.31,83,51,0.12,47,15,7,0.15,0.21,0.66,0.26,0.92,1,1,2.01
369,6,0.03,0,70,26,12.3,83,51,0.13,47,16,7,0.15,0.21,0.66,0.26,0.92,1,1,2.01
370,6,0.03,0,70,26,12.3,83,51,0.14,47,16,7,0.15,0.21,0.66,0.26,0.92,1,1,2.01
371,2,0.03,0,70,26,12.31,83,51,0.13,47,16,7,0.15,0.22,0.66,0.26,0.92,1,1,2.01
372,2,0.03,0,70,26,12.31,83,51,0.14,46,17,7,0.15,0.22,0.66,0.26,0.92,1,1,2.01
373,2,0.03,0,70,26,12.3,83,51,0.14,46,17,7,0.15,0.22,0.66,0.26,0.92,1,1,2.01
374,2,0.04,3,48,5,17.15,43,51,0.07,22,2,6,0.15,0.01,0.56,0.26,0.92,0.99,1,2.01
375,2,0.04,3,48,5,17.15,64,51,0.07,22,2,6,0.15,0.11,0.59,0.26,0.92,0.99,1,2.01
376,8,0.04,3,48,5,17.16,78,51,0.07,24,2,6,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
377,44,0.04,3,48,5,17.18,84,51,0.08,24,2,6,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
378,2,0.04,3,48,5,17.2,85,51,0.07,24,2,6,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
379,2,0.04,3,48,5,17.22,85,51,0.08,24,2,6,0.15,0.17,0.61,0.26,0.92,0.99,1,2.01
380,10,0.03,2,77,34,7.12,40,51,0.18,31,9,8,0.15,0.06,0.61,0.26,0.92,1,1,2.01
381,60,0.03,2,77,34,7.13,80,51,0.18,31,9,8,0.15,0.22,0.69,0.26,0.92,1,1,2.01
382,2,0.03,2,77,34,7.14,81,51,0.18,31,9,8,0.15,0.23,0.69,0.26,0.92,1,1,2.01
383,2,0.03,2,77,34,7.14,81,51,0.18,31,9,8,0.15,0.23,0.69,0.26,0.92,1,1,2.01
384,18,0.03,3,77,34,7.15,81,51,0.18,32,9,8,0.15,0.24,0.69,0.26,0.92,1,1,2.01
385,2,0.05,0,25,2,12.52,41,51,0.03,29,4,6,0.15,0.02,0.44,0.26,0.92,0.99,1,2.01
386,8,0.05,0,25,2,12.57,62,51,0.03,31,4,6,0.15,0.13,0.48,0.26,0.92,0.99,1,2.01
387,60,0.05,0,25,2,12.72,82,51,0.03,31,4,6,0.15,0.16,0.57,0.26,0.92,0.99,1,2.01
388,26,0.05,0,25,2,12.88,83,51,0.03,32,12,7,0.15,0.17,0.57,0.26,0.92,0.99,1,2.01
389,4,0.05,0,25,2,12.83,83,51,0.04,32,12,7,0.15,0.17,0.57,0.26,0.92,0.99,1,2.01
390,2,0.05,0,25,2,12.81,83,51,0.04,32,12,7,0.15,0.17,0.57,0.26,0.92,0.99,1,2.01
391,2,0.05,0,49,6,15.72,43,51,0.09,23,8,8,0.15,0.02,0.56,0.26,0.92,0.99,1,2.01
392,2,0.05,0,49,6,15.73,64,51,0.08,23,8,8,0.15,0.12,0.59,0.26,0.92,0.99,1,2.01
393,8,0.05,0,49,6,15.74,78,51,0.08,25,8,8,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
394,46,0.05,0,49,6,15.76,84,51,0.09,25,8,8,0.15,0.16,0.6,0.26,0.92,0.99,1,2.01
395,2,0.05,0,49,6,15.78,85,51,0.09,25,8,8,0.15,0.17,0.6,0.26,0.92,0.99,1,2.01
396,18,0.05,0,49,6,15.8,85,51,0.09,34,8,8,0.15,0.18,0.61,0.26,0.92,0.99,1,2.01
397,2,0.06,0,3,3,3.84,43,51,0.04,33,3,8,0.15,0,0.02,0.26,0.92,1,1,2.01
398,2,0.06,0,3,3,4.12,64,51,0.04,33,3,8,0.16,0.09,0.46,0.26,0.92,1,1,2.01
399,8,0.05,0,3,3,4.55,78,51,0.03,35,3,8,0.15,0.12,0.52,0.26,0.92,1,1,2.01
400,68,0.05,0,3,3,5.12,84,51,0.03,35,3,8,0.15,0.12,0.57,0.26,0.92,1,1,2.01
401,2,0.05,0,3,3,5.69,85,51,0.03,35,3,8,0.15,0.14,0.57,0.26,0.92,1,1,2.01
402,2,0.04,2,28,5,7.55,39,51,0.05,35,7,8,0.15,0.04,0.46,0.26,0.92,1,1,2.01
403,2,0.04,2,28,5,7.59,60,51,0.05,35,7,8,0.15,0.14,0.49,0.26,0.92,1,1,2.01
404,8,0.04,2,28,5,7.65,74,51,0.04,37,7,8,0.15,0.17,0.53,0.26,0.92,1,1,2.01
405,72,0.04,2,28,5,7.74,80,51,0.04,37,7,8,0.15,0.17,0.58,0.26,0.92,1,1,2.01
406,2,0.04,2,28,5,7.81,81,51,0.04,37,7,8,0.15,0.19,0.58,0.26,0.92,1,1,2.01
407,2,0.13,2,56,17,9.07,3,51,0.07,5,0,5,0.15,0.01,0.56,0.26,0.92,0.99,1,2.01
408,2,0.04,0,26,1,10.11,43,51,0.02,30,1,5,0.15,0.02,0.45,0.26,0.92,0.99,1,2.01
409,2,0.04,0,26,1,10.16,64,51,0.02,30,1,5,0.15,0.12,0.48,0.26,0.92,0.99,1,2.01
410,8,0.04,0,26,1,10.24,78,51,0.01,32,1,5,0.15,0.15,0.53,0.26,0.92,0.99,1,2.01
411,62,0.04,0,26,1,10.37,84,51,0.02,32,1,5,0.15,0.15,0.56,0.26,0.92,0.99,1,2.01
412,2,0.04,0,26,1,10.5,85,51,0.02,32,1,5,0.15,0.16,0.57,0.26,0.92,0.99,1,2.01
413,2,0.04,0,26,1,10.49,85,51,0.02,32,1,5,0.15,0.16,0.57,0.26,0.92,0.99,1,2.01
414,2,0.04,0,58,17,14.73,43,51,0.09,27,3,7,0.15,0.03,0.57,0.26,0.92,0.99,1,2.01
415,8,0.04,0,58,17,14.74,74,51,0.09,29,3,7,0.15,0.18,0.62,0.26,0.92,0.99,1,2.01
416,56,0.04,0,58,17,14.76,84,51,0.09,29,3,7,0.15,0.18,0.64,0.26,0.92,0.99,1,2.01
417,2,0.04,0,58,17,14.78,85,51,0.09,29,3,7,0.15,0.19,0.64,0.26,0.92,0.99,1,2.01
418,2,0.06,0,47,4,18.23,43,51,0.07,19,1,6,0.15,0,0.56,0.26,0.92,0.99,1,2.01
419,8,0.05,0,47,4,18.23,64,51,0.07,21,1,6,0.15,0.11,0.59,0.26,0.92,0.99,1,2.01
420,40,0.05,0,47,4,18.25,84,51,0.08,21,1,6,0.15,0.14,0.6,0.26,0.92,0.99,1,2.01
421,2,0.05,0,47,4,18.28,85,51,0.08,21,1,6,0.15,0.15,0.6,0.26,0.92,0.99,1,2.01
422,18,0.05,0,47,4,18.3,85,51,0.08,30,1,6,0.15,0.17,0.6,0.26,0.92,0.99,1,2.01
