Row,GA,PSO,RS,SA
1,0.654418592622636,0.58283665490369,0.758100778178089,0.805300955627027
2,0.0438791649170702,0.448991710192668,0.512247884978127,0.805300955627027
3,0.744121533536449,0.664915949036528,0.704924877529578,-1.22178113273914
4,0.390575213326966,0.448991710192668,0.512247884978127,0.874897063933733
5,0.265304649838989,0.58283665490369,0.512247884978127,0.737337621230165
6,0.749662914921217,0.772488644010924,0.704924877529578,0.737337621230165
7,0.0821958833293971,0.448991710192668,0.631929265069182,0.805300955627027
8,0.314300690539894,0.58283665490369,0.631929265069182,-1.22178113273914
9,0.4753154985862,0.58283665490369,0.631929265069182,0.874897063933733
10,-0.602923273787382,0.58283665490369,0.512247884978127,0.737337621230165
11,0.691886873145402,0.58283665490369,0.631929265069182,0.737337621230165
12,0.325877023719394,0.724915095246082,0.631929265069182,0.897655866891006
13,0.314300690539894,0.664915949036528,0.631929265069182,-1.22178113273914
14,0.0235133246225103,-1.61469894992275,0.512247884978127,0.737337621230165
15,0.410548913766418,0.448991710192668,0.512247884978127,0.737337621230165
16,0.390575213326966,0.58283665490369,0.512247884978127,0.737337621230165
17,0.4753154985862,0.724915095246082,0.800157361162103,0.805300955627027
18,0.781919657208003,0.724915095246082,0.704924877529578,0.805300955627027
19,-0.602923273787382,-1.61469894992275,-1.53461768133531,0.805300955627027
20,0.134570671960729,-1.61469894992275,0.512247884978127,-1.22178113273914
21,0.380310561486202,0.448991710192668,0.631929265069182,0.874897063933733
22,0.781919657208003,0.724915095246082,0.758100778178089,0.737337621230165
23,0.134570671960729,-1.61469894992275,0.512247884978127,0.737337621230165
24,0.0634163972095273,-1.61469894992275,0.512247884978127,0.897655866891006
25,-2.29852990442831,-1.61469894992275,0.512247884978127,-1.22178113273914
26,0.369850359693163,0.58283665490369,0.631929265069182,0.737337621230165
27,0.211263969957533,-1.61469894992275,0.512247884978127,0.737337621230165
28,0.781919657208003,0.772488644010924,0.800157361162103,0.737337621230165
29,0.325877023719394,0.448991710192668,0.631929265069182,0.805300955627027
30,0.0438791649170702,0.448991710192668,-1.53461768133531,0.805300955627027
31,0.325877023719394,0.58283665490369,-1.53461768133531,-1.22178113273914
32,0.483990055442752,0.664915949036528,0.512247884978127,0.874897063933733
33,-2.29852990442831,-1.61469894992275,0.512247884978127,0.737337621230165
34,0.483990055442752,0.664915949036528,0.512247884978127,0.737337621230165
35,0.325877023719394,0.58283665490369,0.512247884978127,0.897655866891006
36,0.0235133246225103,0.448991710192668,-1.53461768133531,-1.22178113273914
37,0.277984964672105,0.58283665490369,0.631929265069182,0.737337621230165
38,0.290367967345842,0.58283665490369,0.512247884978127,0.737337621230165
39,0.420272322773822,0.664915949036528,-1.53461768133531,0.737337621230165
40,0.727195227462086,0.772488644010924,0.631929265069182,0.805300955627027
41,-0.602923273787382,0.448991710192668,-1.53461768133531,0.805300955627027
42,0.0634163972095273,0.448991710192668,-1.53461768133531,-1.22178113273914
43,0.348309110960629,0.58283665490369,-1.53461768133531,0.874897063933733
44,0.776657165789175,0.772488644010924,0.758100778178089,0.737337621230165
45,0.0634163972095273,0.448991710192668,-1.53461768133531,0.737337621230165
46,-0.892557917425495,-1.61469894992275,-1.53461768133531,0.897655866891006
47,0.0634163972095273,0.448991710192668,0.512247884978127,-1.22178113273914
48,-0.517724627215998,0.448991710192668,-1.53461768133531,0.737337621230165
49,0.390575213326966,0.664915949036528,0.512247884978127,0.737337621230165
50,0.100279530602774,0.58283665490369,0.512247884978127,0.737337621230165
51,0.781919657208003,0.772488644010924,0.704924877529578,0.805300955627027
52,0.314300690539894,0.58283665490369,-1.53461768133531,0.805300955627027
53,0.600546561362802,0.664915949036528,0.704924877529578,0.805300955627027
54,0.685799849572711,0.664915949036528,0.704924877529578,0.805300955627027
55,0.238985850535796,0.58283665490369,0.512247884978127,0.805300955627027
56,0.0438791649170702,0.448991710192668,0.512247884978127,-1.22178113273914
57,0.134570671960729,-1.61469894992275,0.512247884978127,0.874897063933733
58,0.749662914921217,0.724915095246082,0.758100778178089,0.737337621230165
59,0.420272322773822,0.58283665490369,0.704924877529578,0.737337621230165
60,0.277984964672105,0.58283665490369,0.512247884978127,0.897655866891006
61,0.781919657208003,0.772488644010924,0.704924877529578,-1.22178113273914
62,0.265304649838989,0.58283665490369,0.512247884978127,0.737337621230165
63,0.776657165789175,0.724915095246082,0.631929265069182,0.805300955627027
64,0.781919657208003,0.724915095246082,0.758100778178089,-1.22178113273914
65,0.600546561362802,0.58283665490369,0.704924877529578,0.805300955627027
66,0.117721758008031,-1.61469894992275,0.512247884978127,0.805300955627027
67,0.760600423235107,0.664915949036528,0.758100778178089,-1.22178113273914
68,0.781919657208003,0.724915095246082,0.758100778178089,0.874897063933733
69,0.628087314855267,0.772488644010924,0.758100778178089,0.805300955627027
