Row,z_1,z_2
bnd_pnt_1,-1.87389034315039,1.77533184876415
bnd_pnt_2,-1.64895625345212,1.84949075414242
bnd_pnt_3,-0.759254341194337,1.73071630172328
bnd_pnt_4,-2.10222625893403,1.04738985518441
bnd_pnt_5,NaN,NaN
bnd_pnt_6,-0.56990189882773,2.64022675138561
bnd_pnt_7,-0.447029954556357,1.99420398840472
bnd_pnt_8,0.127803758424184,1.72551862227406
bnd_pnt_9,-0.759254341194337,1.73071630172328
bnd_pnt_10,NaN,NaN
bnd_pnt_11,1.11857377941211,2.92278512861438
bnd_pnt_12,1.43014579860638,3.01442786632702
bnd_pnt_13,1.54908583590791,2.59757925277346
bnd_pnt_14,1.47177050725645,2.24005310575689
bnd_pnt_15,NaN,NaN
bnd_pnt_16,1.47177050725645,2.24005310575689
bnd_pnt_17,1.66784960043401,1.70059040775154
bnd_pnt_18,1.00371617052568,1.87232275881118
bnd_pnt_19,NaN,NaN
bnd_pnt_20,1.73310961464203,0.818971725342741
bnd_pnt_21,1.82431045035111,0.603040245720294
bnd_pnt_22,1.54576382625819,0.316275274437618
bnd_pnt_23,1.00371617052568,1.87232275881118
bnd_pnt_24,NaN,NaN
bnd_pnt_25,1.54576382625819,0.316275274437618
bnd_pnt_26,-0.266458138886514,-1.47380832386957
bnd_pnt_27,-1.72009011528508,-1.80236016702082
bnd_pnt_28,-1.81706886660335,-1.36772516906205
bnd_pnt_29,-1.49654008132114,-0.377681886756206
bnd_pnt_30,NaN,NaN
bnd_pnt_31,-0.223170151993495,-2.73143875145663
bnd_pnt_32,-0.548237041901588,-2.78702889120931
bnd_pnt_33,-0.919623168830296,-3.47741449119764
bnd_pnt_34,-0.881612984889152,-2.78774576468365
bnd_pnt_35,-1.72009011528508,-1.80236016702082
bnd_pnt_36,-0.441263720449236,-2.3246255169404
bnd_pnt_37,NaN,NaN
bnd_pnt_38,1.60861003724576,-0.62414512703603
bnd_pnt_39,1.99381622884912,-1.37704698010848
bnd_pnt_40,1.89664258337779,-1.45539453317949
bnd_pnt_41,1.74184736860952,-2.1070410295765
bnd_pnt_42,1.40531620827206,-2.0130676940789
bnd_pnt_43,1.02906408135276,-2.08759484519704
bnd_pnt_44,0.414352542565146,-1.67640105781673
