Row,z_1,z_2
bnd_pnt_1,-3.41021084577643,9.66356669619904
bnd_pnt_2,-4.16283718385629,9.57187529171487
bnd_pnt_3,-4.71748639622456,9.44728803741905
bnd_pnt_4,-5.54800226164542,9.2317911646275
bnd_pnt_5,-6.59218887401618,8.52698452129789
bnd_pnt_6,-7.46347168626408,7.64696207756444
bnd_pnt_7,-8.37211464152342,6.62108375853118
bnd_pnt_8,-9.38161058750129,5.45344925933544
bnd_pnt_9,-11.0926360262758,2.26353806060845
bnd_pnt_10,-10.7309271741328,0.411771664341413
bnd_pnt_11,-10.5652098960683,0.00415806178674487
bnd_pnt_12,-10.018594684208,-1.09352297209608
bnd_pnt_13,-8.3246674356872,-3.7854828190707
bnd_pnt_14,-5.84429636145744,-6.06791407624647
bnd_pnt_15,0.0979252047621531,-9.87101418812606
bnd_pnt_16,3.05680833495924,-11.558041025896
bnd_pnt_17,3.8429493882533,-11.6337150492361
bnd_pnt_18,4.59557572633316,-11.5420236447519
bnd_pnt_19,5.15022493870142,-11.4174363904561
bnd_pnt_20,5.98074080412228,-11.2019395176645
bnd_pnt_21,7.02492741649304,-10.4971328743349
bnd_pnt_22,7.89621022874094,-9.61711043060145
bnd_pnt_23,8.80485318400028,-8.59123211156819
bnd_pnt_24,9.81434912997815,-7.42359761237245
bnd_pnt_25,11.5253745687527,-4.23368641364546
bnd_pnt_26,11.1636657166096,-2.38192001737842
bnd_pnt_27,10.9979484385452,-1.97430641482375
bnd_pnt_28,10.4513332266848,-0.876625380940927
bnd_pnt_29,8.75740597816406,1.81533446603369
bnd_pnt_30,6.2770349039343,4.09776572320946
bnd_pnt_31,0.334813337714711,7.90086583508905
bnd_pnt_32,-2.62406979248238,9.58789267285899
bnd_pnt_33,-3.41021084577643,9.66356669619904
