Row,nb_noniac_files,nb_path_sim_files,Graph_History_betweenness_centrality,Graph_History_closeness_centrality,Graph_ContentSimilarity_closeness_centrality,Graph_PathSimilarity_Degree_centrality
289,-0.256048362,-0.498901255,-0.074755159,0.532802776,0.434418745,0.33700345
290,-0.256048362,-0.498901255,-0.074755159,0.532802776,0.434418745,0.33700345
291,0.810192052,-0.498901255,-0.889847408,1.510473775,0.434418745,0.33700345
292,0.810192052,-0.498901255,-0.889847408,1.510473775,0.434418745,0.33700345
293,0.810192052,-0.498901255,-0.889847408,1.510473775,0.434418745,0.33700345
294,0.780986313,-1.262369592,-0.313604813,1.510473775,-0.835271557,0.33700345
295,0.780986313,-1.262369592,-0.313604813,1.510473775,-0.835271557,0.33700345
296,0.948657661,-0.879910845,1.418138943,1.649516579,-0.835271557,0.33700345
297,-0.256048362,-3.562705328,-0.889847408,0.532802776,-0.297981111,0.33700345
298,0.075607936,-2.003947412,1.305626508,0.78238446,-0.297981111,0.33700345
299,0.256491669,-1.460666676,1.689486735,0.846034926,-0.297981111,0.33700345
300,0.867027144,-0.498901255,-0.583805968,1.579736611,-0.297981111,0.33700345
301,0.810192052,-0.498901255,-0.889847408,1.510473775,0.893651281,0.33700345
302,0.810192052,-0.498901255,-0.889847408,1.510473775,0.893651281,0.33700345
303,-0.256048362,-1.460666676,-0.889847408,0.532802776,-0.587564514,0.33700345
304,-0.256048362,-3.279246415,-0.889847408,0.532802776,0.040132007,0.33700345
305,0.92190437,-0.498901255,-0.583805968,1.649516579,0.434418745,0.33700345
306,1.051497995,-0.389301382,0.768853768,1.790632457,0.434418745,0.33700345
307,0.026162127,-0.476094876,-0.313604813,-0.545132296,-0.297981111,0.33700345
308,0.026162127,-0.476094876,-0.313604813,-0.545132296,-0.297981111,0.33700345
309,-0.726439095,-0.522187228,-0.889847408,-0.69943895,0.893651281,0.33700345
310,-1.086535202,-0.476094876,-0.889847408,-2.7041115,1.427885624,0.33700345
311,-1.086535202,-0.476094876,0.885623883,-1.043062094,1.427885624,0.33700345
312,-1.086535202,-0.476094876,1.165321233,-0.749930682,1.427885624,0.33700345
313,-1.086535202,-0.476094876,1.165321233,-0.492748632,1.427885624,0.33700345
314,-1.086535202,-0.476094876,1.305626508,-0.492748632,1.427885624,0.33700345
315,-1.086535202,-0.476094876,-0.889847408,-1.494810514,0.893651281,0.33700345
316,-1.086535202,-0.476094876,1.08246512,-0.947213162,0.893651281,0.33700345
317,-1.086535202,-0.476094876,1.305626508,-0.69943895,0.893651281,0.33700345
318,-1.086535202,-0.476094876,1.305626508,-0.492748632,0.893651281,0.33700345
319,-1.086535202,-0.476094876,1.364956532,-0.492748632,0.893651281,0.33700345
320,-1.086535202,-0.476094876,1.364956532,-0.492748632,0.893651281,0.33700345
321,-1.250696828,-0.476094876,-0.313604813,-1.137063602,0.893651281,0.33700345
322,-1.250696828,-0.476094876,1.418138943,-0.492748632,0.893651281,0.33700345
323,-1.250696828,-0.476094876,1.465855723,-0.492748632,0.893651281,0.33700345
324,-1.250696828,-0.476094876,1.465855723,-0.492748632,0.893651281,0.33700345
325,-1.086535202,-0.476094876,-0.313604813,-0.597041047,0.893651281,0.33700345
326,-1.086535202,-0.476094876,1.165321233,-0.439888777,0.893651281,0.33700345
327,-1.086535202,-0.476094876,1.364956532,-0.386551457,0.893651281,0.33700345
328,-1.086535202,-0.476094876,1.364956532,-0.386551457,0.893651281,0.33700345
329,-1.086535202,-0.476094876,1.418138943,-0.332735403,0.893651281,0.33700345
330,-1.086535202,-0.476094876,1.418138943,-0.332735403,0.893651281,0.33700345
331,-0.83136075,-0.476094876,-0.583805968,-0.545132296,0.893651281,0.33700345
332,-0.83136075,-0.476094876,1.08246512,-0.386551457,0.893651281,0.33700345
333,-0.83136075,-0.476094876,1.364956532,-0.332735403,0.893651281,0.33700345
334,-0.83136075,-0.476094876,1.364956532,-0.332735403,0.893651281,0.33700345
335,-0.83136075,-0.476094876,1.418138943,-0.332735403,0.893651281,0.33700345
336,0.256491669,-0.453749094,-0.583805968,-0.492748632,0.040132007,0.33700345
337,-0.949715458,-0.476094876,-0.889847408,-0.545132296,1.427885624,0.33700345
