Row,NumGoodAlgos
1,3
2,2
3,1
4,3
5,2
6,2
7,2
8,1
9,3
10,2
11,2
12,3
13,2
14,1
15,2
16,2
17,3
18,2
19,2
20,0
21,3
22,3
23,1
24,2
25,1
26,2
27,1
28,2
29,3
30,2
31,1
32,3
33,2
34,2
35,3
36,1
37,2
38,2
39,2
40,3
41,2
42,0
43,3
44,3
45,1
46,2
47,1
48,1
49,2
50,1
51,3
52,2
53,3
54,3
55,2
56,0
57,2
58,3
59,2
60,3
61,2
62,1
63,3
64,1
65,3
66,2
67,1
68,3
69,3
70,3
71,3
72,1
73,0
74,0
75,3
76,1
77,1
78,3
79,3
80,3
81,3
82,3
83,3
84,3
85,3
86,3
87,0
88,1
89,1
90,1
91,0
92,0
93,2
94,3
95,1
96,0
97,1
98,3
99,2
100,3
101,0
102,1
103,1
104,0
105,3
106,0
107,1
108,3
109,3
110,3
111,3
112,0
113,1
114,1
115,1
116,1
117,0
118,1
119,2
120,3
121,3
122,3
123,3
124,3
125,2
126,3
127,1
128,1
129,3
130,2
131,1
132,1
133,1
134,0
135,1
136,0
137,1
138,1
139,1
140,1
141,0
142,1
143,0
144,3
145,1
146,1
147,3
148,3
149,2
150,2
151,3
152,2
153,3
154,3
155,3
156,2
157,2
158,0
159,1
160,3
161,1
162,1
163,1
164,1
165,1
166,0
167,1
168,3
169,1
170,1
171,1
172,3
173,3
174,3
175,3
176,3
177,1
178,0
179,2
180,2
181,0
182,0
183,0
184,0
185,2
186,3
187,3
188,1
189,1
190,2
191,0
192,1
193,3
194,1
195,1
196,0
197,0
198,3
199,3
200,2
201,3
202,1
203,1
204,0
205,0
206,2
207,2
208,2
209,2
210,3
211,3
212,0
213,1
214,2
215,2
216,2
217,1
218,0
219,0
220,2
221,2
222,3
223,0
224,0
225,1
226,3
227,0
228,1
229,1
230,1
231,0
232,1
233,0
234,1
235,2
236,1
237,1
238,1
239,1
240,0
241,0
242,1
243,1
244,1
245,1
246,1
247,2
248,0
249,0
250,3
251,3
252,3
253,1
254,1
255,0
256,2
257,0
258,1
259,1
260,3
261,3
262,2
263,3
264,2
265,2
266,3
267,3
268,2
269,3
270,2
271,0
272,1
273,1
274,3
275,3
276,3
277,2
278,2
279,3
280,2
281,3
282,3
283,2
284,2
285,2
286,0
287,2
288,0
289,1
290,3
291,0
292,1
293,3
294,0
295,1
296,3
297,1
298,0
299,2
300,1
301,1
302,1
303,1
304,1
305,0
306,1
307,0
308,3
309,0
310,1
311,3
312,1
313,2
314,2
315,1
316,3
317,1
318,2
319,1
320,2
321,1
322,3
323,0
324,2
325,1
326,3
327,1
328,2
329,1
330,2
331,1
332,3
333,1
334,2
335,2
336,0
337,1
338,3
339,1
340,2
341,2
342,1
343,3
344,1
345,2
346,2
347,1
348,3
349,1
350,2
351,1
352,1
353,1
354,3
355,0
356,2
357,0
358,2
359,0
360,1
361,3
362,1
363,1
364,2
365,1
366,2
367,2
368,1
369,1
370,2
371,1
372,1
373,1
374,1
375,3
376,1
377,2
378,2
379,1
380,1
381,3
382,0
383,2
384,1
385,1
386,3
387,1
388,1
389,1
390,2
391,1
392,3
393,1
394,2
395,2
396,1
397,1
398,3
399,1
400,2
401,2
402,1
403,3
404,1
405,2
406,2
407,0
408,1
409,3
410,1
411,2
412,1
