Row,Best_Algorithm
1,1
2,3
3,1
4,2
5,3
6,1
7,3
8,1
9,2
10,3
11,1
12,2
13,2
14,2
15,2
16,2
17,2
18,1
19,3
20,1
21,2
22,1
23,2
24,2
25,2
26,2
27,2
28,1
29,2
30,3
31,1
32,2
33,3
34,1
35,2
36,2
37,2
38,2
39,2
40,1
41,3
42,2
43,2
44,1
45,2
46,2
47,2
48,2
49,2
50,2
51,1
52,2
53,1
54,1
55,3
56,2
57,2
58,1
59,1
60,2
61,1
62,2
63,1
64,1
65,1
66,3
67,1
68,1
69,1
70,1
71,1
72,1
73,2
74,3
75,1
76,1
77,1
78,3
79,3
80,3
81,3
82,1
83,1
84,1
85,3
86,1
87,2
88,1
89,1
90,1
91,2
92,3
93,3
94,3
95,1
96,2
97,1
98,3
99,3
100,1
101,2
102,1
103,1
104,1
105,3
106,2
107,1
108,3
109,1
110,3
111,1
112,2
113,1
114,1
115,1
116,1
117,2
118,1
119,3
120,3
121,3
122,3
123,1
124,2
125,3
126,1
127,1
128,1
129,1
130,3
131,1
132,1
133,1
134,1
135,1
136,2
137,1
138,1
139,1
140,1
141,3
142,1
143,3
144,3
145,1
146,1
147,3
148,3
149,3
150,3
151,3
152,3
153,1
154,3
155,1
156,3
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,2
167,1
168,1
169,1
170,1
171,1
172,3
173,3
174,1
175,1
176,1
177,1
178,3
179,3
180,3
181,2
182,3
183,2
184,3
185,3
186,1
187,1
188,1
189,1
190,3
191,2
192,1
193,1
194,1
195,1
196,2
197,3
198,3
199,1
200,3
201,3
202,1
203,1
204,2
205,3
206,3
207,3
208,3
209,3
210,1
211,1
212,2
213,1
214,3
215,3
216,3
217,1
218,2
219,3
220,3
221,3
222,3
223,2
224,1
225,1
226,1
227,2
228,1
229,1
230,1
231,3
232,1
233,2
234,1
235,3
236,1
237,1
238,1
239,1
240,2
241,2
242,1
243,1
244,1
245,1
246,1
247,3
248,2
249,3
250,3
251,1
252,3
253,1
254,1
255,3
256,3
257,2
258,1
259,1
260,3
261,3
262,3
263,3
264,3
265,2
266,1
267,3
268,3
269,3
270,1
271,2
272,1
273,1
274,3
275,3
276,3
277,3
278,3
279,1
280,3
281,3
282,3
283,3
284,1
285,3
