Row,Best_Algorithm
892,4
893,4
894,1
895,1
896,4
897,4
898,4
899,4
900,4
901,1
902,1
903,0
904,0
905,0
906,1
907,0
908,4
909,4
910,1
911,4
912,4
913,4
914,4
915,0
916,0
917,4
918,0
919,0
920,1
921,4
922,4
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,3
931,4
932,4
933,4
934,0
935,0
936,0
937,0
938,1
939,4
940,4
941,4
942,1
943,3
944,3
945,3
946,0
947,1
948,1
949,1
950,4
951,4
952,4
953,0
954,0
955,4
956,4
957,4
958,4
959,1
960,4
961,4
962,1
963,0
964,0
965,1
966,1
967,1
968,4
969,3
970,0
971,4
972,4
973,1
974,1
975,4
976,4
977,4
978,4
979,4
980,4
981,4
982,1
983,0
984,4
985,4
986,1
987,4
988,4
989,1
990,1
991,4
992,1
993,3
994,1
995,1
996,0
997,0
998,0
999,0
1000,4
1001,4
1002,4
1003,3
1004,0
1005,4
1006,0
1007,0
1008,0
1009,0
1010,0
1011,1
1012,1
1013,4
1014,4
1015,4
1016,3
1017,1
1018,4
1019,4
1020,4
1021,3
1022,3
1023,0
1024,1
1025,3
1026,0
1027,0
1028,0
1029,0
1030,1
1031,3
1032,0
1033,0
1034,4
1035,4
1036,4
1037,4
1038,4
1039,4
1040,1
1041,4
1042,4
1043,1
1044,1
1045,1
1046,1
1047,3
1048,1
1049,1
1050,3
1051,4
1052,0
1053,0
1054,1
1055,1
1056,1
1057,0
1058,4
1059,4
1060,4
1061,1
1062,4
1063,1
1064,1
1065,1
1066,4
1067,3
1068,3
1069,0
1070,1
1071,4
1072,1
1073,3
1074,1
1075,4
1076,4
1077,0
1078,4
1079,4
1080,4
1081,0
1082,1
1083,1
1084,1
1085,3
1086,1
1087,4
1088,4
1089,4
1090,0
1091,0
1092,4
1093,1
1094,1
1095,1
1096,0
1097,0
1098,1
1099,0
1100,0
1101,0
1102,0
1103,3
1104,1
1105,0
1106,0
1107,0
1108,0
1109,1
1110,4
1111,0
1112,0
1113,4
1114,4
1115,4
1116,1
1117,4
1118,4
1119,4
1120,0
1121,1
1122,4
1123,4
1124,3
1125,0
1126,4
1127,4
1128,0
1129,0
1130,0
1131,1
1132,1
1133,0
1134,0
1135,4
1136,4
1137,4
1138,4
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,4
1146,4
1147,4
1148,4
1149,4
1150,0
1151,0
1152,4
1153,4
1154,4
1155,4
1156,0
1157,0
1158,0
1159,0
1160,1
1161,1
1162,1
1163,4
1164,4
1165,4
1166,1
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,3
1175,3
1176,3
1177,4
1178,4
1179,3
1180,3
1181,4
1182,4
1183,3
1184,4
1185,4
1186,4
1187,4
1188,4
1189,4
1190,3
1191,4
1192,4
1193,4
1194,3
1195,4
1196,4
1197,4
1198,1
1199,3
1200,4
1201,4
1202,4
1203,4
1204,4
1205,4
1206,4
1207,2
1208,1
1209,3
1210,4
1211,4
1212,4
1213,4
1214,3
1215,4
1216,3
1217,3
1218,4
1219,4
1220,4
1221,1
1222,3
1223,3
1224,4
1225,4
1226,4
1227,1
1228,4
1229,4
1230,1
1231,1
1232,1
1233,4
1234,4
1235,4
1236,4
1237,4
1238,4
1239,4
1240,4
1241,4
1242,4
1243,4
1244,4
1245,3
1246,1
1247,1
1248,4
1249,4
1250,4
1251,4
1252,4
1253,3
1254,3
1255,4
1256,4
1257,4
1258,0
1259,4
1260,4
1261,3
1262,4
1263,4
1264,4
1265,3
1266,3
1267,4
1268,4
1269,4
1270,4
1271,3
1272,4
1273,4
1274,4
1275,3
1276,3
1277,4
1278,4
1279,3
1280,2
1281,4
1282,4
1283,4
1284,3
1285,3
1286,3
1287,3
1288,4
1289,4
1290,4
1291,3
1292,3
1293,3
1294,3
1295,3
1296,4
1297,4
1298,1
1299,4
1300,4
1301,4
1302,4
1303,4
1304,4
1305,4
1306,4
1307,3
1308,3
1309,3
1310,4
1311,4
1312,4
1313,4
1314,4
1315,4
1316,4
1317,4
1318,4
1319,4
1320,3
1321,4
1322,4
1323,3
1324,4
1325,4
1326,3
1327,3
1328,4
1329,4
1330,4
1331,3
1332,4
1333,4
1334,4
1335,4
1336,3
1337,4
1338,3
1339,4
1340,4
1341,4
1342,3
1343,4
1344,3
1345,4
1346,4
1347,4
1348,4
1349,4
1350,4
1351,4
1352,4
1353,4
1354,4
1355,2
1356,3
1357,3
1358,4
1359,1
1360,4
1361,4
