Row,Best_Algorithm
1,4
2,3
3,2
4,3
5,3
6,3
7,4
8,3
9,4
10,1
11,3
12,4
13,1
14,1
15,1
16,1
17,4
18,4
19,4
20,2
21,4
22,3
23,1
24,3
25,3
26,3
27,3
28,3
29,3
30,4
31,1
32,4
33,1
34,2
35,4
36,1
37,1
38,1
39,1
40,1
41,4
42,0
43,4
44,3
45,3
46,1
47,1
48,1
49,1
50,1
51,4
52,1
53,4
54,4
55,4
56,2
57,4
58,3
59,3
60,4
61,3
62,1
63,4
64,0
65,4
66,1
67,2
68,3
69,4
70,4
71,4
72,3
73,3
74,1
75,1
76,3
77,3
78,4
79,4
80,4
81,4
82,4
83,4
84,4
85,4
86,3
87,3
88,3
89,3
90,3
91,1
92,1
93,1
94,1
95,3
96,3
97,3
98,3
99,4
100,4
101,2
102,3
103,3
104,3
105,4
106,1
107,1
108,1
109,4
110,4
111,4
112,2
113,3
114,3
115,3
116,3
117,1
118,1
119,1
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,3
128,2
129,4
130,4
131,3
132,3
133,3
134,4
135,3
136,3
137,3
138,3
139,3
140,3
141,1
142,3
143,3
144,4
145,3
146,3
147,4
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,4
156,4
157,3
158,3
159,3
160,3
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,3
169,3
170,1
171,1
172,4
173,4
174,4
175,4
176,4
177,1
178,1
179,4
180,4
181,0
182,0
183,1
184,1
185,4
186,4
187,4
188,3
189,4
190,4
191,1
192,1
193,1
194,3
195,3
196,3
197,3
198,4
199,4
200,4
201,4
202,3
203,3
204,3
205,3
206,4
207,4
208,4
209,4
210,4
211,4
212,3
213,3
214,4
215,3
216,3
217,3
218,1
219,4
220,4
221,4
222,4
223,2
224,3
225,3
226,3
227,1
228,1
229,3
230,3
231,1
232,1
233,3
234,3
235,4
236,3
237,3
238,3
239,3
240,2
241,2
242,3
243,3
244,3
245,3
246,3
247,2
248,1
249,1
250,4
251,4
252,4
253,3
254,3
255,3
256,4
257,2
258,3
259,3
260,4
261,4
262,4
263,4
264,4
265,4
266,4
267,4
268,4
269,4
270,4
271,3
272,3
273,3
274,4
275,4
276,4
277,4
278,4
279,4
280,4
281,4
282,4
283,4
284,4
285,4
286,4
287,4
288,2
289,4
290,4
291,3
292,3
293,3
294,1
295,1
296,4
297,1
298,0
299,4
300,3
301,3
302,3
303,3
304,3
305,1
306,3
307,1
308,1
309,3
310,3
311,3
312,3
313,3
314,4
315,0
316,3
317,3
318,4
319,4
320,4
321,3
322,4
323,4
324,4
325,3
326,3
327,3
328,3
329,4
330,4
331,3
332,3
333,3
334,3
335,4
336,3
337,3
338,3
339,3
340,3
341,3
342,3
343,3
344,3
345,3
346,4
347,3
348,3
349,3
350,4
351,4
352,4
353,3
354,4
355,4
356,4
357,0
358,0
359,0
360,3
361,4
362,3
363,3
364,3
365,3
366,4
367,4
368,4
369,4
370,4
371,4
372,4
373,4
374,0
375,3
376,4
377,4
378,4
379,4
380,1
381,4
382,4
383,4
384,4
385,3
386,3
387,4
388,4
389,4
390,4
391,3
392,3
393,4
394,4
395,4
396,4
397,3
398,3
399,3
400,3
401,4
402,3
403,3
404,3
405,3
406,4
407,0
408,3
409,3
410,3
411,4
412,4
413,4
414,3
415,4
416,4
417,4
418,3
419,3
420,3
421,3
422,4
423,3
424,3
425,3
426,3
427,3
428,3
429,3
430,3
431,4
432,0
433,0
434,3
435,4
436,4
437,4
438,3
439,3
440,3
441,3
442,4
443,3
444,3
445,3
446,3
447,0
448,3
449,3
450,3
451,3
452,3
453,3
454,4
455,3
456,4
457,3
458,3
459,3
460,3
461,3
462,3
463,3
464,3
465,3
466,4
467,0
468,3
469,4
470,4
471,3
472,3
473,3
474,4
475,4
476,4
477,3
478,4
479,4
480,4
481,4
482,3
483,3
484,4
485,4
486,4
487,4
488,4
489,1
490,3
491,3
492,4
493,4
494,4
495,4
496,0
497,3
498,3
499,1
500,3
501,3
502,4
503,3
504,3
505,4
506,4
507,4
508,4
509,3
510,3
511,3
512,3
513,4
514,3
515,3
516,3
517,4
518,4
519,0
520,0
521,3
522,4
523,4
524,0
525,1
526,1
527,4
528,1
529,3
530,3
531,3
532,4
533,4
534,4
535,0
536,0
537,0
538,0
539,0
540,3
541,3
542,2
543,0
544,1
545,1
546,4
547,4
548,4
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,1
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,1
596,1
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,1
608,0
609,0
610,0
611,0
612,0
613,1
614,1
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,3
641,1
642,1
643,1
644,3
645,3
646,3
647,3
648,3
649,2
650,3
651,3
652,3
653,1
654,3
655,3
656,3
657,3
658,3
659,3
660,3
661,3
662,3
663,3
664,1
665,3
666,3
667,3
668,3
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,0
682,0
683,0
684,1
685,3
686,2
687,3
688,3
689,3
690,3
691,3
692,1
693,3
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,1
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,1
718,0
719,1
720,0
721,0
722,1
723,0
724,0
725,0
726,0
727,0
728,1
729,3
730,1
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,1
741,1
742,1
743,1
744,3
745,3
746,3
747,0
748,3
749,0
750,3
751,0
752,3
753,3
754,0
755,0
756,0
757,3
758,3
759,0
760,3
761,4
762,4
763,3
764,3
765,0
766,3
767,0
768,3
769,3
770,0
771,0
772,3
773,3
774,0
775,3
776,0
777,0
778,0
779,3
780,3
781,0
782,3
783,3
784,3
785,3
786,3
787,0
788,3
789,3
790,3
791,0
792,3
793,0
794,3
795,3
796,3
797,3
798,0
799,3
800,0
801,1
802,1
803,4
804,4
805,4
806,4
807,3
808,1
809,0
810,0
811,3
812,0
813,0
814,4
815,0
816,1
817,4
818,0
819,1
820,1
821,0
822,4
823,4
824,4
825,4
826,4
827,4
828,0
829,1
830,1
831,3
832,3
833,3
834,0
835,0
836,0
837,0
838,3
839,4
840,0
841,0
842,4
843,1
844,4
845,4
846,1
847,0
848,4
849,0
850,4
851,3
852,4
853,4
854,3
855,4
856,4
857,4
858,1
859,3
860,3
861,3
862,1
863,4
864,4
865,1
866,1
867,1
868,0
869,4
870,4
871,3
872,1
873,3
874,3
875,1
876,0
877,4
878,4
879,1
880,1
881,0
882,1
883,1
884,4
885,4
886,1
887,0
888,0
889,1
890,3
891,4
