Row,z_1,z_2
bnd_pnt_1,-1.53278620257659,-0.226296089082198
bnd_pnt_2,-1.13159380369494,-0.193051663363236
bnd_pnt_3,-0.581377806998676,0.0397110081693012
bnd_pnt_4,-1.01705091065511,-0.57143727093045
bnd_pnt_5,-1.13473935629419,-1.03522070455522
bnd_pnt_6,-1.16043926755803,-0.356678810593324
bnd_pnt_7,NaN,NaN
bnd_pnt_8,-0.581377806998676,0.0397110081693012
bnd_pnt_9,-0.375196559491135,0.533585330602002
bnd_pnt_10,-0.32710139282334,0.877778940205874
bnd_pnt_11,-0.145663112370634,0.291130074022176
bnd_pnt_12,NaN,NaN
bnd_pnt_13,-0.500947016351493,2.02857326922412
bnd_pnt_14,-0.614948967803092,1.92630614797904
bnd_pnt_15,-0.620338109904606,2.06897037246121
bnd_pnt_16,NaN,NaN
bnd_pnt_17,1.55015374970139,0.11094225679828
bnd_pnt_18,1.18778229736054,-1.20748445123388
bnd_pnt_19,1.13498905566294,-0.121386156723021
bnd_pnt_20,NaN,NaN
bnd_pnt_21,-0.508658202154728,-0.967887109497303
bnd_pnt_22,-0.334718324434732,-0.403606597429027
bnd_pnt_23,-0.195858989136339,-0.580870709069102
bnd_pnt_24,NaN,NaN
bnd_pnt_25,0.137859180282682,-1.16535284872528
bnd_pnt_26,-0.195858989136339,-0.580870709069102
bnd_pnt_27,0.000135370100534202,-0.590812602813432
bnd_pnt_28,NaN,NaN
bnd_pnt_29,-1.4413241904753,0.958129242611805
bnd_pnt_30,-1.50691618336404,0.795037392129747
bnd_pnt_31,-1.61396412747969,1.03427994713207
bnd_pnt_32,-1.60605462872297,1.23477778837468
bnd_pnt_33,-1.48751884787743,1.21011669361071
bnd_pnt_34,-1.2819999214127,1.31065450428201
bnd_pnt_35,-1.04101509234783,1.57800357568939
bnd_pnt_36,-0.826918938045907,1.47340524014955
bnd_pnt_37,-0.686613368926417,1.61969835702367
bnd_pnt_38,-0.496063309129721,1.48638457010007
bnd_pnt_39,-0.551689143838076,1.1951040522406
bnd_pnt_40,-0.443921183745132,0.951245760931403
bnd_pnt_41,-1.04706831049264,0.831335313214585
bnd_pnt_42,-1.26210592556496,1.03617757635454
