source,instances,feature_iac_file_loc,feature_iac_file_churn,feature_files_num_normalized_resources,feature_iac_file_dependency,feature_nb_files,feature_nb_iac_files,feature_nb_noniac_files,feature_avg_files_per_commit,feature_avg_iac_files_per_commit,feature_avg_noniac_files_per_commit,feature_nb_content_sim_files,feature_nb_path_sim_files,feature_Ratio_out_of_cofiles_developers,feature_Ratio_out_of_all_developers,feature_file_nb_parameters,feature_file_nb_variables,feature_file_nb_resources,feature_file_fanin,feature_Graph_History_std_degree_centrality,feature_Graph_History_network_density,feature_Graph_History_Degree_centrality,feature_Graph_History_betweenness_centrality,feature_Graph_History_closeness_centrality,feature_Graph_ContentSimilarity_std_degree_centrality,feature_Graph_ContentSimilarity_network_density,feature_Graph_ContentSimilarity_Degree_centrality,feature_Graph_ContentSimilarity_betweenness_centrality,feature_Graph_ContentSimilarity_closeness_centrality,feature_Graph_PathSimilarity_std_degree_centrality,feature_Graph_PathSimilarity_network_density,feature_Graph_PathSimilarity_Degree_centrality,feature_Graph_PathSimilarity_betweenness_centrality,feature_Graph_PathSimilarity_closeness_centrality
puppet-icinga2,100,28,8,0.09,3,112,89,23,13.86,16.2,4.5,5,44,0.05,0.29,1,0,2,0,0.54,0.5,1.55,0.24,0.82,0.27,0.93,1.91,0,0.95,0.54,0.81,2.01,0.19,1
puppet-icinga2,101,16,16,0,0,92,80,12,26.16,36.25,6.25,1,7,0.02,0.14,0,0,0,0,0.47,0.65,1.38,0,0.76,0.27,0.93,1.85,0,0.92,0,1.01,2.01,0,1
puppet-icinga2,102,20,8,0.06,0,89,77,12,50.5,78,23,2,25,0,0,0,0,1,0,0.47,0.65,1.34,0,0.75,0.27,0.93,1.9,0,0.95,0,1.01,2.01,0,1
puppet-icinga2,103,18,12,0.13,3,95,81,14,14.8,18.83,4.83,2,26,0.04,0.07,0,0,2,0,0.47,0.65,1.43,0.01,0.78,0.27,0.93,1.91,0,0.95,0,1.01,2.01,0,1
puppet-icinga2,104,18,2,0.13,3,105,85,20,14.84,19.57,6,5,36,0.03,0.09,0,0,2,0,0.52,0.57,1.52,0.14,0.81,0.27,0.93,1.91,0,0.95,0.44,0.89,2.01,0.11,1
puppet-icinga2,105,22,8,0.12,3,113,89,24,14.85,19.12,5.88,6,44,0.03,0.14,1,0,2,0,0.54,0.5,1.55,0.24,0.82,0.27,0.93,1.91,0,0.95,0.54,0.81,2.01,0.19,1
puppet-icinga2,106,240,240,0.03,1,89,77,12,50.5,78,23,4,51,0,0,22,21,6,0,0.47,0.65,1.34,0,0.75,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,107,241,9,0.03,1,89,77,12,50.05,40.5,12,4,51,0.11,0.14,22,21,6,0,0.48,0.65,1.34,0.01,0.75,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,108,249,58,0.03,1,89,77,12,49.62,29,8,4,51,0.08,0.14,22,23,6,0,0.48,0.65,1.34,0.01,0.75,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,109,249,46,0.03,1,89,77,12,49.35,26.5,6.5,4,51,0.03,0.2,22,23,6,0,0.49,0.64,1.36,0.03,0.76,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,110,249,2,0.03,1,89,77,12,49.3,30,5.2,4,51,0.05,0.5,22,23,6,0,0.49,0.64,1.36,0.03,0.76,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,111,191,168,0.03,1,99,77,22,49.07,26,7.5,4,55,0.04,0.5,22,10,5,0,0.54,0.53,1.46,0.2,0.79,0.27,0.93,1.99,0,0.99,0.44,0.89,2.01,0.11,1
puppet-icinga2,112,19,19,0,0,89,77,12,50.5,78,23,1,7,0,0,0,0,0,0,0.47,0.65,1.34,0,0.75,0.27,0.93,1.88,0,0.94,0,1.01,2.01,0,1
puppet-icinga2,113,125,40,0.04,4,118,80,38,20.27,22.1,6.34,5,50,0.12,1.2,19,1,5,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,114,138,57,0.04,4,118,80,38,20.28,22.83,6.13,18,50,0.13,2.33,20,2,6,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,115,69,18,0.08,4,118,80,38,21.41,23.41,6.78,10,50,0.12,1.2,9,1,5,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.96,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,116,82,37,0.07,4,118,80,38,21.42,24.14,6.54,24,50,0.13,2.33,10,2,6,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.96,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,117,373,18,0.02,9,127,80,47,9.85,10.41,2.72,2,51,0.31,0.8,28,26,8,1,0.47,0.65,1.91,0.04,0.96,0.27,0.93,2.01,0,1,0,1.01,2.01,0,1
puppet-icinga2,118,370,3,0.02,9,127,80,47,9.85,10.18,2.65,3,51,0.33,0.87,28,26,8,1,0.47,0.65,1.91,0.04,0.96,0.27,0.93,2.01,0,1,0,1.01,2.01,0,1
puppet-icinga2,119,373,4,0.02,10,127,80,47,9.85,10.16,2.62,6,51,0.31,1,28,26,8,1,0.47,0.65,1.91,0.04,0.96,0.27,0.93,2.01,0,1,0,1.01,2.01,0,1
puppet-icinga2,120,373,12,0.02,9,128,81,47,9.85,10.06,2.59,6,52,0.33,1.08,28,26,8,1,0.48,0.65,1.91,0.05,0.96,0.27,0.93,2.01,0,1,0.16,0.99,2.01,0.01,1
puppet-icinga2,121,376,22,0.02,10,128,81,47,9.84,9.77,2.49,6,52,0.3,2,28,28,8,1,0.48,0.65,1.91,0.05,0.96,0.27,0.93,2.01,0,1,0.16,0.99,2.01,0.01,1
puppet-icinga2,122,391,22,0.02,10,133,81,52,9.84,9.6,2.6,6,57,0.32,2.14,29,30,8,1,0.51,0.6,1.91,0.12,0.96,0.27,0.93,2.01,0,1,0.36,0.94,2.01,0.07,1
puppet-icinga2,123,391,54,0.02,10,133,81,52,9.84,9.61,2.57,7,57,0.32,3.2,29,30,8,1,0.51,0.59,1.91,0.13,0.96,0.27,0.93,2.01,0,1,0.36,0.94,2.01,0.07,1
puppet-icinga2,124,391,2,0.02,10,133,81,52,9.85,10,2.54,7,57,0.32,4,29,30,8,1,0.51,0.59,1.91,0.13,0.96,0.27,0.93,2.01,0,1,0.36,0.94,2.01,0.07,1
puppet-icinga2,125,391,2,0.02,10,142,81,61,9.85,9.96,2.72,7,60,0.32,4,29,30,8,1,0.54,0.5,1.92,0.26,0.96,0.27,0.93,2.01,0,1,0.51,0.84,2.01,0.16,1
puppet-icinga2,126,375,21,0.02,10,143,81,62,9.85,9.87,2.8,7,60,0.31,4,29,27,8,1,0.54,0.49,1.92,0.28,0.96,0.27,0.93,2.01,0,1,0.52,0.83,2.01,0.17,1
puppet-icinga2,127,5,6,0.25,1,93,81,12,25.7,34.67,8.67,3,26,0.04,0.07,0,0,1,0,0.47,0.65,1.4,0.01,0.77,0.27,0.93,1.89,0,0.94,0,1.01,2.01,0,1
puppet-icinga2,128,5,2,0.25,1,103,85,18,25.74,32,9.75,8,36,0.03,0.09,0,0,1,0,0.52,0.57,1.52,0.14,0.81,0.27,0.93,1.89,0,0.94,0.44,0.89,2.01,0.11,1
puppet-icinga2,129,11,8,0.1,0,111,89,22,25.72,28.8,8.8,8,44,0.03,0.14,0,0,1,0,0.54,0.5,1.55,0.24,0.82,0.27,0.93,1.89,0,0.94,0.54,0.81,2.01,0.19,1
puppet-icinga2,130,13,6,0.08,0,111,89,22,25.71,27.17,7.67,10,44,0.02,0.25,0,0,1,0,0.54,0.5,1.57,0.25,0.82,0.27,0.93,1.89,0,0.94,0.54,0.81,2.01,0.19,1
puppet-icinga2,131,57,6,0.08,2,120,80,40,23.01,25.73,5.69,2,50,0.1,1,3,3,4,0,0.47,0.65,1.8,0.01,0.91,0.27,0.93,1.94,0,0.96,0,1.01,2.01,0,1
puppet-icinga2,132,10,2,0.38,1,89,77,12,21,30.33,7.67,3,25,0.03,0.11,0,0,3,0,0.47,0.65,1.34,0,0.75,0.27,0.93,1.9,0,0.95,0,1.01,2.01,0,1
puppet-icinga2,133,5,5,0.25,1,89,77,12,50.5,78,23,3,26,0,0,0,0,1,0,0.47,0.65,1.34,0,0.75,0.27,0.93,1.85,0,0.92,0,1.01,2.01,0,1
puppet-icinga2,134,6,3,0.2,1,89,77,12,50.21,48.5,12.5,4,26,0.02,0.25,0,0,1,0,0.48,0.65,1.36,0.02,0.76,0.27,0.93,1.85,0,0.92,0,1.01,2.01,0,1
puppet-icinga2,135,50,10,0.04,1,118,80,38,28.68,32.17,9.22,1,50,0.1,1,4,1,2,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,136,52,4,0.07,1,120,80,40,21.86,24.43,5.29,2,51,0.13,0.75,3,3,3,0,0.47,0.65,1.8,0.01,0.91,0.27,0.93,1.94,0,0.96,0,1.01,2.01,0,1
puppet-icinga2,137,52,6,0.07,1,120,80,40,21.85,23.69,5.14,2,51,0.12,1.2,3,3,3,0,0.47,0.65,1.8,0.01,0.91,0.27,0.93,1.94,0,0.96,0,1.01,2.01,0,1
puppet-icinga2,138,68,14,0.03,0,125,80,45,22.04,23.3,7.7,2,50,0.1,1,7,5,2,0,0.47,0.65,1.88,0.01,0.94,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,139,82,17,0.04,0,125,80,45,22.05,24.04,7.43,9,50,0.11,2,8,6,3,0,0.47,0.65,1.88,0.01,0.94,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,140,33,19,0.03,0,89,77,12,50.5,78,23,3,25,0,0,0,2,1,0,0.47,0.65,1.34,0,0.75,0.27,0.93,1.9,0,0.95,0,1.01,2.01,0,1
puppet-icinga2,141,32,5,0.03,0,89,77,12,50.21,48.5,12.5,5,25,0,0,0,2,1,0,0.48,0.65,1.36,0.02,0.76,0.27,0.93,1.9,0,0.95,0,1.01,2.01,0,1
puppet-icinga2,142,28,3,0.04,2,89,77,12,18.14,27,8,1,26,0.5,0.07,0,6,1,0,0.47,0.65,1.34,0,0.75,0.27,0.93,1.91,0,0.95,0,1.01,2.01,0,1
puppet-icinga2,143,31,3,0.04,2,99,81,18,18.21,26.25,9.25,2,36,0.04,0.12,0,6,1,0,0.52,0.57,1.48,0.14,0.79,0.27,0.93,1.91,0,0.95,0.44,0.89,2.01,0.11,1
puppet-icinga2,144,8,33,0.14,0,127,97,30,18.27,26,9.8,2,64,0.04,0.14,0,0,1,0,0.53,0.4,1.57,0.4,0.82,0.27,0.93,1.91,0,0.95,0.64,0.66,2.01,0.35,1
puppet-icinga2,145,249,11,0.03,2,125,80,45,16.18,17.37,4.63,5,51,0.17,0.47,24,23,6,0,0.47,0.65,1.88,0.01,0.94,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,146,251,2,0.03,2,125,80,45,16.17,17.18,4.52,9,51,0.16,0.5,24,23,6,0,0.47,0.65,1.88,0.01,0.94,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,147,249,2,0.03,2,131,85,46,16.17,17.07,4.47,9,57,0.18,0.57,24,23,6,0,0.51,0.6,1.88,0.09,0.95,0.27,0.93,1.99,0,0.99,0.36,0.94,2.01,0.07,1
puppet-icinga2,148,249,2,0.03,2,141,89,52,16.18,17.22,4.65,9,67,0.17,0.62,24,23,6,0,0.54,0.52,1.91,0.21,0.96,0.27,0.93,1.99,0,0.99,0.52,0.83,2.01,0.17,1
puppet-icinga2,149,249,12,0.03,2,141,89,52,16.18,16.98,4.57,9,67,0.17,0.62,24,23,6,0,0.54,0.52,1.91,0.21,0.96,0.27,0.93,1.99,0,0.99,0.52,0.83,2.01,0.17,1
puppet-icinga2,150,249,2,0.03,2,141,89,52,16.17,16.71,4.48,9,67,0.17,0.89,24,23,6,0,0.54,0.52,1.91,0.21,0.96,0.27,0.93,1.99,0,0.99,0.52,0.83,2.01,0.17,1
puppet-icinga2,151,249,8,0.03,2,141,89,52,16.17,16.41,4.41,9,67,0.16,1.14,24,23,6,0,0.54,0.52,1.91,0.21,0.96,0.27,0.93,1.99,0,0.99,0.52,0.83,2.01,0.17,1
puppet-icinga2,152,259,2,0.03,2,145,89,56,16.17,16.04,4.57,9,71,0.18,1.29,26,23,6,0,0.54,0.5,1.91,0.25,0.96,0.27,0.93,1.99,0,0.99,0.56,0.8,2.01,0.21,1
puppet-icinga2,153,260,9,0.03,2,145,89,56,16.17,15.79,4.5,10,71,0.18,1.29,26,23,6,0,0.54,0.49,1.91,0.26,0.96,0.27,0.93,1.99,0,0.99,0.56,0.8,2.01,0.21,1
puppet-icinga2,154,274,76,0.02,2,145,89,56,16.16,15.6,4.42,11,71,0.18,1.29,26,26,6,0,0.54,0.49,1.91,0.26,0.96,0.27,0.93,1.99,0,0.99,0.56,0.8,2.01,0.21,1
puppet-icinga2,155,274,48,0.02,2,145,89,56,16.17,15.67,4.37,11,71,0.17,1.8,26,26,6,0,0.54,0.48,1.91,0.27,0.96,0.27,0.93,1.99,0,0.99,0.56,0.8,2.01,0.21,1
puppet-icinga2,156,274,4,0.02,2,145,89,56,16.17,16.18,4.29,16,71,0.19,2.5,26,26,6,0,0.54,0.48,1.91,0.27,0.96,0.27,0.93,1.99,0,0.99,0.56,0.8,2.01,0.21,1
puppet-icinga2,157,221,137,0.02,2,154,89,65,16.17,16,4.55,16,74,0.19,2.5,26,15,5,0,0.54,0.42,1.93,0.38,0.97,0.27,0.93,1.99,0,0.99,0.61,0.72,2.01,0.28,1
puppet-icinga2,158,78,4,0.04,4,118,80,38,20.53,22,6.72,6,50,0.11,0.5,10,1,3,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.93,0,0.96,0,1.01,2.01,0,1
puppet-icinga2,159,78,22,0.04,4,118,80,38,20.52,21.37,6.5,8,50,0.12,1.2,10,1,3,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.93,0,0.96,0,1.01,2.01,0,1
puppet-icinga2,160,91,16,0.04,4,118,80,38,20.53,22.1,6.29,20,50,0.13,2.33,11,2,4,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.93,0,0.96,0,1.01,2.01,0,1
puppet-icinga2,161,100,32,0.05,0,118,80,38,21.21,23,6.96,4,50,0.12,1.2,15,1,5,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.98,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,162,113,17,0.05,0,118,80,38,21.22,23.75,6.71,19,50,0.13,2.33,16,2,6,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.98,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,163,62,8,0.05,2,120,80,40,22.8,25.92,5.23,2,50,0.12,1.2,4,3,3,0,0.47,0.65,1.8,0.01,0.91,0.27,0.93,1.93,0,0.96,0,1.01,2.01,0,1
puppet-icinga2,164,64,14,0.05,0,125,80,45,20.49,21.67,6.8,2,50,0.12,1.2,7,4,3,0,0.47,0.65,1.88,0.01,0.94,0.27,0.93,1.96,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,165,78,17,0.05,0,125,80,45,20.5,22.39,6.58,10,50,0.13,2.33,8,5,4,0,0.47,0.65,1.88,0.01,0.94,0.27,0.93,1.96,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,166,79,4,0.04,4,118,80,38,19.73,21.16,6.26,6,50,0.14,0.6,10,1,3,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,167,79,22,0.04,4,118,80,38,19.72,20.59,6.06,8,50,0.14,1.4,10,1,3,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,168,92,17,0.04,4,118,80,38,19.73,21.3,5.88,20,50,0.15,2.67,11,2,4,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,169,88,14,0.04,2,120,80,40,22.87,25.96,5.27,2,50,0.12,1.2,8,3,3,0,0.47,0.65,1.8,0.01,0.91,0.27,0.93,1.94,0,0.96,0,1.01,2.01,0,1
puppet-icinga2,170,67,11,0.05,1,89,77,12,18.79,27.33,8.33,2,51,0.06,0.07,5,5,3,0,0.47,0.65,1.34,0,0.75,0.27,0.93,1.96,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,171,68,3,0.05,1,89,77,12,18.76,22.75,6.25,2,51,0.04,0.07,5,5,3,0,0.47,0.65,1.34,0,0.75,0.27,0.93,1.96,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,172,67,2,0.05,1,95,82,13,18.75,20.6,5.4,2,57,0.07,0.14,5,5,3,0,0.51,0.6,1.37,0.08,0.76,0.27,0.93,1.96,0,0.98,0.36,0.94,2.01,0.07,1
puppet-icinga2,173,66,2,0.05,1,105,86,19,18.81,21.17,6.67,2,67,0.06,0.15,5,5,3,0,0.54,0.52,1.5,0.21,0.8,0.27,0.93,1.96,0,0.98,0.52,0.83,2.01,0.17,1
puppet-icinga2,174,73,25,0.05,1,105,86,19,18.71,16.75,5.12,2,67,0.06,0.29,6,6,3,0,0.54,0.52,1.5,0.21,0.8,0.27,0.93,1.96,0,0.98,0.52,0.83,2.01,0.17,1
puppet-icinga2,175,73,12,0.05,1,105,86,19,18.72,17,4.78,3,67,0.05,0.4,6,6,3,0,0.54,0.52,1.52,0.22,0.81,0.27,0.93,1.96,0,0.98,0.52,0.83,2.01,0.17,1
puppet-icinga2,176,190,22,0.03,1,105,86,19,18.8,19.7,4.3,7,67,0.06,0.75,19,14,6,0,0.54,0.52,1.52,0.22,0.81,0.27,0.93,1.96,0,0.98,0.52,0.83,2.01,0.17,1
puppet-icinga2,177,335,10,0.01,17,90,77,13,9.73,14,4.17,2,23,0.12,0.21,0,0,4,0,0.47,0.65,1.35,0,0.76,0.27,0.93,1.98,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,178,335,4,0.01,17,100,81,19,9.77,15.43,5.43,4,33,0.09,0.27,0,0,4,0,0.52,0.57,1.5,0.14,0.8,0.27,0.93,1.98,0,0.98,0.44,0.89,2.01,0.11,1
puppet-icinga2,179,335,52,0.01,17,108,85,23,9.79,15.5,5.38,5,41,0.08,0.38,0,0,4,0,0.54,0.5,1.53,0.24,0.81,0.27,0.93,1.98,0,0.98,0.54,0.81,2.01,0.19,1
puppet-icinga2,180,346,17,0.01,17,128,97,31,9.83,16.56,6.11,5,61,0.06,1.5,0,0,4,0,0.53,0.4,1.58,0.4,0.83,0.27,0.93,1.98,0,0.98,0.64,0.66,2.01,0.35,1
puppet-icinga2,181,28,28,0,0,89,77,12,50.5,78,23,2,5,0,0,3,0,0,0,0.47,0.65,1.34,0,0.75,0.27,0.93,1.86,0,0.93,0,1.01,2.01,0,1
puppet-icinga2,182,31,3,0,0,92,77,15,50.09,40,14.5,2,5,0.04,0.25,3,0,0,0,0.51,0.61,1.38,0.07,0.76,0.27,0.93,1.86,0,0.93,0.26,0.97,2.01,0.04,1
puppet-icinga2,183,115,21,0.05,2,104,80,24,13.19,14.83,4.67,1,50,0.04,0.22,8,2,5,0,0.47,0.65,1.56,0,0.82,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,184,115,2,0.05,2,104,80,24,13.18,13.92,4.38,1,50,0.04,0.25,8,2,5,0,0.47,0.65,1.56,0,0.82,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,185,112,3,0.05,2,135,99,36,13.2,14.71,4.93,1,81,0.04,0.25,8,0,5,0,0.54,0.43,1.65,0.35,0.85,0.27,0.93,1.99,0,0.99,0.62,0.71,2.01,0.3,1
puppet-icinga2,186,112,4,0.05,2,135,99,36,13.19,13.87,4.6,1,81,0.04,0.29,8,0,5,0,0.54,0.43,1.65,0.35,0.85,0.27,0.93,1.99,0,0.99,0.62,0.71,2.01,0.3,1
puppet-icinga2,187,112,40,0.05,2,140,99,41,13.2,13.81,5.38,1,86,0.06,0.6,8,0,5,0,0.54,0.41,1.74,0.38,0.88,0.27,0.93,1.99,0,0.99,0.63,0.67,2.01,0.33,1
puppet-icinga2,188,73,2,0.07,1,121,80,41,23.93,27.62,7.81,1,50,0.11,0.71,3,1,5,0,0.47,0.65,1.82,0.01,0.92,0.27,0.93,1.98,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,189,73,6,0.07,1,126,80,46,23.93,26.76,8.35,1,55,0.12,1.2,3,1,5,0,0.51,0.61,1.87,0.08,0.94,0.27,0.93,1.98,0,0.98,0.33,0.95,2.01,0.06,1
puppet-icinga2,190,80,26,0.06,1,126,80,46,23.95,27.72,7.89,1,55,0.13,3.5,3,1,5,0,0.51,0.61,1.87,0.08,0.94,0.27,0.93,1.98,0,0.98,0.33,0.95,2.01,0.06,1
puppet-icinga2,191,235,4,0.02,7,118,80,38,15.47,16.45,4.74,7,51,0.17,0.5,36,1,5,0,0.47,0.65,1.77,0,0.9,0.27,0.93,2,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,192,235,74,0.02,7,118,80,38,15.47,16.12,4.63,8,51,0.14,1.4,36,1,5,0,0.47,0.65,1.77,0,0.9,0.27,0.93,2,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,193,249,17,0.02,7,118,80,38,15.47,16.75,4.52,25,51,0.15,2.67,37,2,4,0,0.47,0.65,1.77,0,0.9,0.27,0.93,2,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,194,67,14,0.05,0,118,80,38,26.67,29.14,8.76,5,51,0.1,1,7,2,3,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,195,84,33,0.05,0,118,80,38,26.68,29.82,8.36,12,51,0.11,2,8,3,4,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,196,201,133,0.03,2,120,80,40,22.1,25.04,5.11,6,50,0.12,0.86,14,21,6,0,0.47,0.65,1.8,0.01,0.91,0.27,0.93,1.98,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,197,201,16,0.03,2,120,80,40,22.09,24.18,4.96,6,50,0.12,0.86,14,21,6,0,0.47,0.65,1.8,0.01,0.91,0.27,0.93,1.98,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,198,202,9,0.03,2,120,80,40,22.08,23.45,4.86,6,50,0.12,0.86,14,21,6,0,0.49,0.64,1.81,0.03,0.91,0.27,0.93,1.98,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,199,202,28,0.03,2,120,80,40,22.08,22.87,4.7,9,50,0.12,1.2,14,21,6,0,0.49,0.64,1.81,0.03,0.91,0.27,0.93,1.98,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,200,202,2,0.03,2,120,80,40,22.09,23.55,4.55,14,50,0.14,1.75,14,21,6,0,0.49,0.64,1.81,0.03,0.91,0.27,0.93,1.98,0,0.98,0,1.01,2.01,0,1
puppet-icinga2,201,146,139,0.04,2,130,80,50,22.09,23,5,14,54,0.13,1.75,14,10,5,0,0.54,0.53,1.86,0.2,0.94,0.27,0.93,1.98,0,0.98,0.44,0.89,2.01,0.11,1
puppet-icinga2,202,74,22,0.03,12,118,80,38,20.82,22.64,6.64,2,50,0.14,1.4,10,1,2,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,203,87,39,0.04,12,118,80,38,20.83,23.38,6.41,17,50,0.15,2.67,11,2,3,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,204,94,11,0.03,0,118,80,38,27.53,30.1,9.2,2,50,0.12,0.33,6,3,3,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,205,96,2,0.03,0,118,80,38,27.52,29.1,8.76,3,50,0.12,0.36,6,3,3,0,0.47,0.65,1.77,0,0.9,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,206,94,2,0.03,0,124,85,39,27.52,28.32,8.45,3,56,0.14,0.43,6,3,3,0,0.51,0.6,1.78,0.09,0.9,0.27,0.93,1.95,0,0.97,0.36,0.94,2.01,0.07,1
puppet-icinga2,207,94,2,0.03,0,134,89,45,27.52,28.13,8.65,3,66,0.13,0.46,6,3,3,0,0.54,0.52,1.85,0.21,0.93,0.27,0.93,1.95,0,0.97,0.52,0.83,2.01,0.17,1
puppet-icinga2,208,95,25,0.03,0,134,89,45,27.51,27.21,8.33,3,66,0.12,0.86,6,4,3,0,0.54,0.52,1.85,0.21,0.93,0.27,0.93,1.95,0,0.97,0.52,0.83,2.01,0.17,1
puppet-icinga2,209,95,2,0.03,0,134,89,45,27.51,26.88,8.08,3,66,0.12,0.86,6,4,3,0,0.54,0.52,1.85,0.22,0.93,0.27,0.93,1.95,0,0.97,0.52,0.83,2.01,0.17,1
puppet-icinga2,210,95,12,0.03,0,134,89,45,27.5,25.96,7.81,3,66,0.12,1.2,6,4,3,0,0.54,0.52,1.85,0.22,0.93,0.27,0.93,1.95,0,0.97,0.52,0.83,2.01,0.17,1
puppet-icinga2,211,109,17,0.04,0,134,89,45,27.5,26.63,7.52,4,66,0.13,2.33,7,5,4,0,0.54,0.52,1.85,0.22,0.93,0.27,0.93,1.95,0,0.97,0.52,0.83,2.01,0.17,1
puppet-icinga2,212,50,4,0.1,0,106,80,26,13.05,14.5,2.5,1,51,0.11,0.56,5,8,4,0,0.47,0.65,1.59,0.01,0.83,0.27,0.93,1.93,0,0.96,0,1.01,2.01,0,1
puppet-icinga2,213,50,2,0.1,0,106,80,26,13.05,14.04,2.44,1,51,0.11,0.71,5,8,4,0,0.47,0.65,1.59,0.01,0.83,0.27,0.93,1.93,0,0.96,0,1.01,2.01,0,1
puppet-icinga2,214,50,4,0.1,0,111,80,31,13.05,14,3,1,56,0.12,1.5,5,8,4,0,0.51,0.61,1.72,0.08,0.88,0.27,0.93,1.93,0,0.96,0.33,0.95,2.01,0.06,1
puppet-icinga2,215,50,4,0.1,0,120,80,40,13.06,13.7,3.59,1,59,0.12,1.5,5,8,4,0,0.54,0.52,1.76,0.23,0.89,0.27,0.93,1.93,0,0.96,0.5,0.85,2.01,0.15,1
puppet-icinga2,216,50,4,0.1,0,121,80,41,13.06,13.29,3.82,1,59,0.12,1.5,5,8,4,0,0.54,0.5,1.76,0.26,0.89,0.27,0.93,1.93,0,0.96,0.51,0.84,2.01,0.16,1
puppet-icinga2,217,88,18,0.05,2,125,80,45,20.96,22.53,6.28,1,50,0.12,1.2,9,3,4,0,0.47,0.65,1.88,0.01,0.94,0.27,0.93,1.95,0,0.97,0,1.01,2.01,0,1
puppet-icinga2,218,166,2,0.03,6,123,80,43,11.63,11.71,3.83,1,51,0.16,0.5,10,5,5,0,0.47,0.65,1.85,0.01,0.93,0.27,0.93,1.99,0,0.99,0,1.01,2.01,0,1
puppet-icinga2,219,164,4,0.03,6,129,85,44,11.63,11.72,3.79,1,57,0.16,0.5,10,5,5,0,0.51,0.6,1.86,0.1,0.93,0.27,0.93,1.99,0,0.99,0.36,0.94,2.01,0.07,1
puppet-icinga2,220,171,23,0.03,6,139,89,50,11.64,11.94,3.96,1,67,0.15,0.64,11,5,5,0,0.54,0.52,1.88,0.22,0.94,0.27,0.93,1.99,0,0.99,0.52,0.83,2.01,0.17,1
