Row,z_1,z_2
0,0.442166644266258,0.290207399811713
1,0.689252084887639,0.111035131467878
2,0.730787431714671,0.00484555871678492
3,-2.03933115398688,-0.258306544431987
4,1.72443765838097,0.463580203797863
5,1.72476503956035,0.441335842715446
6,1.71065040232727,0.40001305793741
7,1.20084214374287,0.408407148387353
8,1.15771578946606,0.491850013447256
9,1.18298911618957,0.411601342338633
10,0.530779554420528,0.170664320418854
11,0.532023432059263,0.0911173983587736
12,-1.19439177629837,-0.0520778578854719
13,-1.08345418111258,-0.412493887718026
14,-2.40472382594188,-0.768699865662726
15,1.7481009879718,-0.474154973679988
16,1.32610823269935,-3.09045336278915
17,-0.0729265097803734,-0.467805890555244
18,1.36728845891924,-1.42519710458022
19,1.2607673674821,-1.2822773469121
20,2.11860686599847,-0.921205384384711
21,1.90037893687665,-0.569235785187527
22,1.76066921211855,-0.256764518210859
23,0.958634138796596,-2.77216937601741
24,0.414352542565146,-1.67640105781673
25,1.46696302612356,-0.585483845365397
26,1.66245116232051,-1.32788440723812
27,-1.29579297813102,-1.7617612400903
28,-1.72178967976103,-1.11311996335256
29,1.40255667408216,-0.369040454610168
30,1.63622822241861,-0.423024735363944
31,1.53602162467398,-0.216641735771933
32,1.54080772107689,-0.0931247254759911
33,-2.47904385875437,-0.592096220280658
34,-2.48444072929322,-0.592937553333185
35,-2.55131408649411,-0.411776447883237
36,1.08616569915979,-0.210064632666002
37,0.96933843549009,-1.70868360209252
38,-1.61829056893815,0.0586177222198033
39,-2.49082486627237,-0.514588040616887
40,-2.49200534295874,-0.565780943696456
41,0.920956350557154,-0.984617323677898
42,0.889504733887274,-0.985723331908459
43,0.713512435487978,-0.647047005971981
44,0.684785110552366,-0.599514521099357
45,0.707643293435441,-0.664383101371566
46,1.20507585467473,-0.566047327448027
47,0.399958713138552,-1.28427377958704
48,0.310275254942554,-1.1832292714356
49,-1.73967536886489,-1.28251658892878
50,-1.76357984696137,-1.23219438176858
51,-0.0671883154880341,-0.66533720259709
52,-0.1048629321314,-0.623143560802114
53,-1.3705128975898,-0.505859864474961
54,-1.38688601431896,-0.58552182618605
55,-1.27504543411707,-0.863712690343119
56,-1.28836116795571,-0.851368330881003
57,-2.55658814581482,-0.237030657462942
58,-2.53904256001167,-0.331356798698598
59,-1.28987546180066,2.04571196860631
60,0.405631525688281,1.07129611558598
61,0.599055833943875,1.76620448654241
62,0.554821904018714,1.67710846244778
63,1.00371617052568,1.87232275881118
64,0.763312553128711,1.74136796717836
65,0.684524136239106,1.83359145323237
66,0.725695555530504,1.72267061860196
67,1.24192702716135,0.908991089951313
68,1.20978842841187,0.92152438758117
69,1.14521553010599,1.06494286274073
70,0.962246215882408,1.22311734018982
71,0.935603372515656,1.21596867709533
72,0.869955656215805,1.31955698690695
73,0.893356301355029,1.31815419945105
74,0.811615939720899,1.55702329797845
75,1.54576382625819,0.316275274437618
76,1.41635380828198,0.541763696389831
77,1.58581240840679,0.416380903416942
78,1.56262794472929,1.56306230031518
79,1.70817416977574,1.85532290304782
80,1.66975319092319,1.92974263667527
81,1.61793592826729,1.99249957257681
82,1.63011064951983,1.94784416028518
83,1.57468451801176,2.07147416768199
84,0.636751798953871,1.98689774691858
85,0.600751149866732,2.05481794287147
86,0.581630071748907,2.04000266601478
87,0.541083798138763,2.11619999829841
88,0.473880837071465,2.21769019148926
89,0.480923073752714,2.21005708823813
90,0.650073306018709,1.38557175609812
91,0.650915843269788,1.32476010994143
92,0.575597467145187,1.50328028981445
93,-0.0042500053294763,2.01508098771264
94,0.127803758424184,1.72551862227406
95,0.515548050367768,0.832827497352489
96,0.398571023939569,1.15586396086222
97,1.82431045035111,0.603040245720294
98,0.704886355114592,0.701861076418466
99,1.49983492957548,0.860418353985646
100,0.97407717455682,0.675596715688804
101,1.07642052758939,0.463912854267395
102,1.00197603095133,0.467074516354529
103,-0.461604115449034,1.33989494416667
104,-0.394900639404331,1.48708645009469
105,-0.48715956722665,1.65821333599503
106,-0.549434861490765,1.79149378551713
107,-0.555618120366582,1.71001628242868
108,0.997738095335521,1.39100713410951
109,0.961388590763131,1.39195460280018
110,0.903189524451994,1.44129934759956
111,0.830087736855333,1.59417565125011
112,1.04354252333945,1.70667306478729
113,0.95699843004108,1.72300669876199
114,1.43212015322542,0.671541098007451
115,1.36489229994925,0.850745343708475
116,1.25468503608373,1.02817406771652
117,1.24808415308202,1.00054279891494
118,0.865894388473178,1.10822024678662
119,0.767570793147329,1.21969165737189
120,0.708199866924315,1.34796225785814
121,1.87019656146056,-1.10780861846378
122,-0.616458231318913,-2.15112302621735
123,1.25399817105103,-2.01343593981877
124,-0.197664251795067,0.216655578494253
125,-0.282205504654626,0.343827474262323
126,-1.46253909069877,-0.308696663667707
127,0.845912438912693,-2.14797842395918
128,-0.201032128686283,1.39269971550846
129,-0.219433213151903,1.37716769010524
130,-0.230118980574748,1.39484845500477
131,-0.30352321109802,1.39261315296357
132,-0.298446060062085,1.32689981929729
133,-0.353205197668013,1.42592120244946
134,-1.11335948237253,-1.52183936782816
135,0.845912438912693,-2.14797842395918
136,-0.886070704634373,-0.549566045472595
137,0.150125648185674,-1.08845721835773
138,-1.58764036390464,0.436543813248797
139,-1.75016442425205,0.73238843277288
140,-1.9569648120256,0.868811976356281
141,0.845912438912693,-2.14797842395918
